SK_ID_CURR,SK_ID_BUREAU,CREDIT_ACTIVE,CREDIT_CURRENCY,DAYS_CREDIT,CREDIT_DAY_OVERDUE,DAYS_CREDIT_ENDDATE,DAYS_ENDDATE_FACT,AMT_CREDIT_MAX_OVERDUE,CNT_CREDIT_PROLONG,AMT_CREDIT_SUM,AMT_CREDIT_SUM_DEBT,AMT_CREDIT_SUM_LIMIT,AMT_CREDIT_SUM_OVERDUE,CREDIT_TYPE,DAYS_CREDIT_UPDATE,AMT_ANNUITY
365532,6438590,Active,currency 1,-2586,0,-2402.0,,9519.84,0,55305.0,0.0,0.0,0.0,Consumer credit,-125,7902.0
254110,6766048,Closed,currency 1,-547,0,-182.0,-489.0,,0,458716.5,,,0.0,Consumer credit,-468,0.0
105879,5103167,Closed,currency 1,-1078,0,9882.0,-271.0,8463.915,0,180000.0,0.0,0.0,0.0,Credit card,-265,
217017,6182497,Active,currency 1,-226,0,140.0,,0.0,0,79043.22,42529.5,0.0,0.0,Consumer credit,-29,
223952,6796387,Active,currency 1,-485,0,1334.0,,,0,2250000.0,1839523.5,0.0,0.0,Consumer credit,-33,55314.0
118985,6344518,Closed,currency 1,-548,0,-303.0,-273.0,2070.0,0,16405.695,0.0,0.0,0.0,Consumer credit,-272,
451844,6498705,Active,currency 1,-429,0,301.0,,,0,207000.0,104890.5,0.0,0.0,Consumer credit,-28,0.0
407420,6815077,Closed,currency 1,-481,0,-116.0,-147.0,0.0,0,45576.0,0.0,0.0,0.0,Consumer credit,-144,
273198,6186996,Active,currency 1,-546,0,1280.0,,,0,1431000.0,1169122.5,0.0,0.0,Consumer credit,-28,39730.5
350264,6001664,Closed,currency 1,-689,0,-628.0,-682.0,,0,13500.0,0.0,,0.0,Consumer credit,-682,0.0
307801,6777384,Closed,currency 1,-1070,0,-340.0,-921.0,,0,225000.0,0.0,0.0,0.0,Consumer credit,-915,209020.5
408516,6432933,Closed,currency 1,-715,0,-532.0,-503.0,,0,116599.5,,,0.0,Consumer credit,-497,0.0
405321,5133379,Closed,currency 1,-1398,0,-1092.0,-1092.0,0.0,0,22005.0,0.0,0.0,0.0,Consumer credit,-1092,
182817,5471271,Active,currency 1,-583,0,-219.0,,,0,61650.0,12069.0,0.0,0.0,Consumer credit,-261,11736.0
301252,5120835,Closed,currency 1,-1235,0,-1045.0,-1045.0,,0,0.0,0.0,,0.0,Credit card,-31,0.0
434761,6368744,Closed,currency 1,-1244,0,30983.0,-559.0,,0,135000.0,0.0,,0.0,Credit card,-549,9850.095
259568,5645696,Active,currency 1,-100,0,631.0,,,0,139500.0,136251.36,,0.0,Consumer credit,-27,
235877,6001200,Active,currency 1,-749,0,895.0,,,0,180000.0,121072.5,0.0,0.0,Consumer credit,-17,5287.5
126982,5909163,Closed,currency 1,-976,0,-182.0,-182.0,,0,0.0,0.0,,0.0,Credit card,-175,
146032,5790174,Active,currency 1,-309,0,903.0,,,0,0.0,0.0,0.0,0.0,Credit card,-6,
334307,5925890,Closed,currency 1,-1118,0,,-825.0,0.0,0,81000.0,0.0,0.0,0.0,Credit card,-820,
184025,6360962,Closed,currency 1,-2812,0,-2483.0,-2483.0,,0,64800.0,0.0,0.0,0.0,Consumer credit,-2468,0.0
143835,5468599,Active,currency 1,-840,0,269.0,,0.0,0,1080000.0,0.0,1080000.0,0.0,Credit card,-10,108000.0
208305,5575268,Active,currency 1,-562,0,1264.0,,0.0,0,2250000.0,1834213.5,,0.0,Consumer credit,-7,
103184,6159701,Closed,currency 1,-471,0,1364.0,-349.0,,0,135000.0,0.0,,0.0,Credit card,-343,
232116,5695834,Closed,currency 1,-742,0,-438.0,-587.0,0.0,0,70024.5,0.0,0.0,0.0,Consumer credit,-586,
255515,6420873,Active,currency 1,-242,0,61.0,,0.0,0,53955.0,18076.5,0.0,0.0,Consumer credit,-28,5395.5
164949,5443986,Closed,currency 1,-2622,0,-832.0,-588.0,0.0,0,720000.0,0.0,0.0,0.0,Consumer credit,-588,
234739,6012803,Closed,currency 1,-1000,0,-636.0,-609.0,,0,94504.5,,,0.0,Consumer credit,-603,0.0
161253,5645535,Closed,currency 1,-950,0,-707.0,-707.0,0.0,0,133149.465,0.0,0.0,0.0,Consumer credit,-704,
320305,6286769,Active,currency 1,-253,0,1573.0,,,0,369000.0,339844.5,0.0,0.0,Consumer credit,-6,10300.5
145309,6325090,Closed,currency 1,-2029,0,-203.0,-760.0,,0,1350000.0,0.0,0.0,0.0,Consumer credit,-740,0.0
262251,5012600,Active,currency 1,-449,0,1315.0,,0.0,0,990000.0,,,0.0,Consumer credit,-23,27117.0
156826,6431140,Closed,currency 1,-1143,0,-747.0,-776.0,,0,108345.06,0.0,,0.0,Consumer credit,-774,
455434,6000078,Active,currency 1,-110,0,,,0.0,0,71372.655,61321.5,10048.05,0.0,Credit card,-30,7137.27
184944,5896354,Closed,currency 1,-871,0,-544.0,-544.0,0.0,0,159391.395,0.0,0.0,0.0,Consumer credit,-544,
370199,5001787,Active,currency 1,-516,0,1249.0,,,0,0.0,0.0,0.0,0.0,Credit card,-19,
283822,5291050,Closed,currency 1,-1529,0,-433.0,-1312.0,,0,900000.0,0.0,0.0,0.0,Consumer credit,-544,
332952,6388297,Closed,currency 1,-876,0,-511.0,-543.0,0.0,0,360000.0,,,0.0,Consumer credit,-543,
148095,5956565,Closed,currency 1,-2855,0,-2667.0,-2473.0,,0,129069.0,,,0.0,Consumer credit,-2473,13481.235
315869,6398949,Closed,currency 1,-305,0,30873.0,-302.0,,0,0.0,0.0,,0.0,Credit card,-302,0.0
387966,6039915,Active,currency 1,-2465,0,30905.0,,,0,337500.0,0.0,337500.0,0.0,Credit card,-351,
133852,6222957,Active,currency 1,-560,0,-13.0,,0.0,0,187503.75,14796.0,0.0,0.0,Consumer credit,-42,
356546,6009217,Active,currency 1,-467,0,1345.0,,,0,0.0,0.0,0.0,0.0,Credit card,-10,15660.0
198213,5381872,Closed,currency 1,-1574,0,-1206.0,-1206.0,0.0,0,110700.0,0.0,0.0,0.0,Consumer credit,-1206,
132916,6635581,Active,currency 1,-411,0,1415.0,,0.0,0,2277000.0,2044993.5,0.0,0.0,Consumer credit,-10,37949.985
423157,6011173,Active,currency 1,-2186,0,8771.0,,3150.0,0,136966.5,,,0.0,Credit card,-16,2178.0
376942,6400770,Closed,currency 1,-846,0,-570.0,-540.0,2882.745,0,31500.0,0.0,0.0,0.0,Consumer credit,-538,
225676,5383118,Closed,currency 1,-373,0,-327.0,-326.0,,0,117000.0,0.0,,0.0,Credit card,-321,
206077,6669751,Closed,currency 1,-599,0,-529.0,-529.0,,0,94378.5,0.0,,0.0,Consumer credit,-513,0.0
446951,5966694,Closed,currency 1,-391,0,705.0,-329.0,,0,346500.0,0.0,0.0,0.0,Consumer credit,-275,
334053,6706815,Active,currency 1,-1140,0,30869.0,,,0,675000.0,0.0,0.0,0.0,Credit card,-64,0.0
429042,6004921,Closed,currency 1,-1125,0,-825.0,-798.0,,0,128322.0,,,0.0,Consumer credit,-792,0.0
443974,5984593,Active,currency 1,-1251,0,-890.0,,,0,29344.5,5881.5,0.0,0.0,Consumer credit,-936,3132.0
314240,6638393,Closed,currency 1,-1305,0,-572.0,-572.0,,0,153436.5,0.0,0.0,0.0,Consumer credit,-572,
331719,6669099,Closed,currency 1,-806,0,-657.0,-657.0,0.0,0,22927.5,,,0.0,Consumer credit,-650,
191220,5397859,Active,currency 1,-364,0,732.0,,135.0,0,171000.0,-74.475,171074.475,0.0,Credit card,-178,
448282,5814588,Closed,currency 1,-812,0,-567.0,-567.0,0.0,0,100215.0,0.0,0.0,0.0,Consumer credit,-561,
432446,6531219,Closed,currency 1,-883,0,-549.0,-700.0,,0,49990.05,0.0,,0.0,Consumer credit,-11,
209447,5641381,Active,currency 1,-239,0,857.0,,1602.81,0,110646.0,99886.5,0.0,0.0,Consumer credit,-25,0.0
290706,6795986,Closed,currency 1,-1889,0,-1152.0,-929.0,,0,57145.5,,,0.0,Credit card,-928,
210878,5641169,Closed,currency 1,-676,0,-311.0,-584.0,0.0,0,95625.0,0.0,0.0,0.0,Consumer credit,-583,
160971,6454213,Active,currency 1,-580,0,1246.0,,0.0,0,0.0,0.0,0.0,0.0,Credit card,-579,
287915,6804491,Closed,currency 1,-607,0,-242.0,-333.0,0.0,0,66334.5,0.0,0.0,0.0,Consumer credit,-333,
208825,6319723,Active,currency 1,-1936,0,,,0.0,0,43200.0,0.0,43200.0,0.0,Credit card,-985,
102475,6190757,Closed,currency 1,-2801,0,-2636.0,-2562.0,,0,34227.0,,,0.0,Consumer credit,-2562,0.0
210401,5615806,Active,currency 1,-101,0,297.0,,0.0,0,430303.5,343683.0,0.0,0.0,Consumer credit,-8,30735.945
231790,6474740,Closed,currency 1,-305,0,60.0,-145.0,,0,251100.0,0.0,0.0,0.0,Consumer credit,-140,0.0
425432,6438975,Active,currency 1,-300,0,-150.0,,,0,450000.0,0.0,0.0,0.0,Credit card,-246,
417949,6216715,Closed,currency 1,-485,0,-226.0,-261.0,,0,0.0,0.0,0.0,0.0,Credit card,-188,
401373,6373606,Active,currency 1,-2347,0,-1982.0,,,0,65434.5,0.0,,0.0,Consumer credit,-453,
444450,6646933,Closed,currency 1,-1950,0,-1647.0,-1647.0,,0,93393.0,0.0,,0.0,Consumer credit,-1624,10363.5
406457,6651106,Closed,currency 1,-2577,0,-2393.0,-2043.0,0.0,0,44995.5,0.0,0.0,0.0,Consumer credit,-2042,
273934,5445429,Closed,currency 1,-924,0,-740.0,-740.0,,0,130905.0,0.0,0.0,0.0,Consumer credit,-724,
353574,5563491,Closed,currency 1,-1480,0,-1116.0,-1373.0,,0,135000.0,,,0.0,Consumer credit,-1275,0.0
100382,5776162,Active,currency 1,-1120,0,6185.0,,,0,9994725.0,9358344.0,0.0,0.0,Mortgage,-21,110286.0
432039,6118614,Active,currency 1,-2493,0,-2189.0,,,0,56263.5,0.0,,0.0,Consumer credit,-467,
143442,5933014,Active,currency 1,-1949,0,-1233.0,,,0,0.0,0.0,0.0,0.0,Credit card,-62,
195369,6356236,Closed,currency 1,-965,0,862.0,-196.0,11428.605,0,1075500.0,0.0,0.0,0.0,Consumer credit,-193,
354186,5874622,Active,currency 1,-181,0,550.0,,,0,202095.0,168741.0,0.0,0.0,Consumer credit,-29,0.0
305447,6566879,Active,currency 1,-343,0,1057.0,,,0,22500.0,0.0,0.0,0.0,Credit card,-329,0.0
242092,6389710,Closed,currency 1,-980,0,846.0,-40.0,,0,2816131.5,1360899.0,,0.0,Car loan,-25,
335279,6258803,Active,currency 1,-420,0,1406.0,,,0,1237500.0,348669.0,0.0,0.0,Consumer credit,-21,0.0
284558,6456659,Closed,currency 1,-2395,0,-1999.0,-2028.0,5400.0,0,57608.82,0.0,0.0,0.0,Consumer credit,-2028,
376571,5862264,Closed,currency 1,-1221,0,-855.0,-794.0,,0,44266.5,0.0,0.0,0.0,Consumer credit,-794,
341580,6043982,Active,currency 1,-147,0,159.0,,7936.02,0,87417.18,54166.86,0.0,0.0,Consumer credit,-23,
226351,6763380,Active,currency 1,-1551,0,1070.0,,,0,90000.0,79578.0,0.0,0.0,Credit card,-32,0.0
319005,5612374,Closed,currency 1,-784,0,-307.0,-307.0,,0,236250.0,0.0,,0.0,Consumer credit,-304,
292181,5017640,Closed,currency 1,-841,0,-110.0,-474.0,0.0,0,49297.5,0.0,0.0,0.0,Consumer credit,-473,
379537,5421367,Closed,currency 1,-328,0,-296.0,-291.0,0.0,0,22500.0,0.0,0.0,0.0,Microloan,-277,
292443,6719829,Closed,currency 1,-1607,0,-1407.0,-1407.0,,0,58716.0,0.0,,0.0,Consumer credit,-1339,0.0
182056,5318965,Closed,currency 1,-2373,0,-1977.0,-2310.0,0.0,0,52604.55,0.0,0.0,0.0,Consumer credit,-2310,
390336,6384630,Active,currency 1,-1082,0,14.0,,,0,101250.0,,,0.0,Credit card,-22,
455696,6523448,Active,currency 1,-1930,0,276.0,,,0,180000.0,0.0,0.0,0.0,Credit card,-25,
401084,5769882,Closed,currency 1,-2432,0,-2096.0,-2096.0,0.0,0,109786.5,,,0.0,Consumer credit,-2096,
299026,6646128,Active,currency 1,-376,0,355.0,,0.0,0,741497.85,453667.5,0.0,0.0,Consumer credit,-27,30895.74
401184,5815565,Active,currency 1,-40,0,326.0,,,0,90000.0,83889.0,,0.0,Consumer credit,-8,9180.0
424152,6153485,Active,currency 1,-98,0,999.0,,,0,49500.0,49158.0,,0.0,Credit card,-3,
105514,6457568,Active,currency 1,-634,0,,,,0,585000.0,307341.0,,0.0,Consumer credit,-25,0.0
410296,6369858,Closed,currency 1,-1869,0,-1685.0,-1227.0,,0,52650.0,,,0.0,Consumer credit,-1224,0.0
256316,5849972,Closed,currency 1,-552,0,-217.0,-248.0,,0,66775.5,0.0,,0.0,Consumer credit,-245,
238198,6299280,Closed,currency 1,-1577,0,-1243.0,-1547.0,,0,94770.0,0.0,,0.0,Consumer credit,-11,
244478,5157567,Active,currency 1,-681,0,1003.0,,0.0,0,0.0,0.0,0.0,0.0,Credit card,-591,
223773,5033707,Closed,currency 1,-1647,0,-1343.0,-1343.0,,0,57006.0,0.0,,0.0,Consumer credit,-1158,
360890,6511091,Closed,currency 1,-1957,0,-861.0,-1222.0,,0,315000.0,0.0,0.0,0.0,Consumer credit,-60,
331193,5615670,Closed,currency 1,-962,0,-750.0,-809.0,,0,50455.8,0.0,,0.0,Consumer credit,-13,
265349,5252521,Active,currency 1,-1093,0,-403.0,,0.0,0,0.0,0.0,0.0,0.0,Credit card,-606,
433158,6299793,Active,currency 1,-304,0,443.0,,,0,165753.0,113359.5,,0.0,Consumer credit,-5,8838.0
252888,6593238,Closed,currency 1,-136,0,-120.0,-122.0,,0,13500.0,0.0,0.0,0.0,Consumer credit,-118,0.0
274791,6364201,Closed,currency 1,-1752,0,-1203.0,-1203.0,7266.195,0,142515.0,0.0,0.0,0.0,Consumer credit,-1203,
103384,6062784,Closed,currency 1,-1457,0,-725.0,-816.0,,0,70452.0,0.0,,0.0,Consumer credit,-816,
187023,6568565,Closed,currency 1,-1275,0,-910.0,-851.0,,0,198706.5,,,0.0,Consumer credit,-848,
171597,5645605,Active,currency 1,-189,0,1637.0,,,0,981000.0,932499.0,0.0,0.0,Consumer credit,-24,26820.0
102655,5818922,Closed,currency 1,-2046,0,-1711.0,-1769.0,,0,137737.35,0.0,,0.0,Consumer credit,-908,
448674,5946383,Closed,currency 1,-1086,0,9.0,-447.0,,0,474300.0,0.0,0.0,0.0,Consumer credit,-429,0.0
388800,6432563,Closed,currency 1,-290,0,-197.0,-197.0,0.0,0,51030.18,0.0,0.0,0.0,Consumer credit,-191,
210368,5152178,Closed,currency 1,-2125,0,-1820.0,-1816.0,,0,22095.0,0.0,0.0,0.0,Consumer credit,-815,
405120,5567175,Active,currency 1,-296,0,1530.0,,,0,283500.0,255744.0,0.0,0.0,Consumer credit,-17,7276.5
105168,5563195,Active,currency 1,-1102,0,2.0,,,0,1125000.0,35721.0,0.0,0.0,Consumer credit,-9,36432.0
161895,6634358,Closed,currency 1,-345,0,-223.0,-223.0,0.0,0,12429.0,0.0,0.0,0.0,Consumer credit,-223,
158033,5968647,Active,currency 1,-766,0,1087.0,,0.0,0,0.0,0.0,0.0,0.0,Credit card,-300,0.0
294684,5471057,Closed,currency 1,-1387,0,-291.0,-726.0,,0,180000.0,0.0,0.0,0.0,Consumer credit,-617,
226743,6502711,Active,currency 1,-173,0,1106.0,,,0,1093500.0,370183.5,0.0,0.0,Consumer credit,-48,
178743,6616888,Closed,currency 1,-1779,0,-1509.0,-1509.0,,0,102820.5,0.0,0.0,0.0,Consumer credit,-1412,
178368,6103239,Closed,currency 1,-728,0,1098.0,-461.0,,0,1345500.0,,,0.0,Consumer credit,-461,20020.5
175117,6351584,Closed,currency 1,-155,0,-30.0,-30.0,,0,71595.0,0.0,,0.0,Consumer credit,-9,23562.0
329034,5263279,Active,currency 1,-424,0,672.0,,,0,795285.0,581593.5,,0.0,Consumer credit,-23,32719.5
132910,5794113,Active,currency 1,-192,0,357.0,,,0,462487.5,349366.5,0.0,0.0,Consumer credit,-22,
326299,6708700,Active,currency 1,-126,0,10832.0,,,0,225000.0,,,0.0,Credit card,-14,11173.5
238087,5915993,Active,currency 1,-395,0,16.0,,,0,301500.0,56524.5,0.0,0.0,Credit card,0,
280386,5086873,Closed,currency 1,-2604,0,-2391.0,-2408.0,3240.0,0,17538.3,0.0,0.0,0.0,Consumer credit,-2390,
329775,6286837,Closed,currency 1,-637,0,-303.0,-482.0,,0,136367.1,0.0,,0.0,Consumer credit,-480,
386141,6254600,Closed,currency 1,-530,0,-164.0,-164.0,0.0,0,96209.865,0.0,0.0,0.0,Consumer credit,-158,
258243,6742192,Closed,currency 1,-2497,0,-2360.0,-2375.0,,0,378868.5,0.0,,0.0,Consumer credit,-588,0.0
141832,6647528,Active,currency 1,-270,0,-4.0,,,0,34200.0,0.0,0.0,0.0,Credit card,-12,
328098,5167596,Closed,currency 1,-1116,0,-142.0,-262.0,,0,139500.0,0.0,0.0,0.0,Consumer credit,-228,
209729,5059907,Active,currency 1,-292,0,74.0,,0.0,0,58455.0,17464.5,0.0,0.0,Consumer credit,-17,4496.535
103624,5658576,Closed,currency 1,-975,0,-245.0,-455.0,,0,102115.17,0.0,,0.0,Consumer credit,-447,
197978,6016513,Closed,currency 1,-1094,0,-910.0,-1002.0,0.0,0,22455.0,0.0,0.0,0.0,Consumer credit,-1001,
409160,5927951,Closed,currency 1,-1151,0,-967.0,-950.0,,0,726750.0,0.0,0.0,0.0,Consumer credit,-850,
300090,5197777,Closed,currency 1,-980,0,851.0,-204.0,,0,270000.0,0.0,,0.0,Credit card,-201,
158854,5683380,Closed,currency 1,-919,0,-406.0,-394.0,,0,240511.5,,,0.0,Consumer credit,-388,
292420,6138972,Closed,currency 1,-1910,0,-1514.0,-1514.0,,0,210240.0,0.0,0.0,0.0,Consumer credit,-1507,18750.015
293435,6029345,Closed,currency 1,-2790,0,-2485.0,-2485.0,,0,29709.0,0.0,,0.0,Consumer credit,-1012,0.0
207122,5218743,Closed,currency 1,-1008,0,-273.0,-273.0,,0,225000.0,0.0,0.0,0.0,Consumer credit,-259,
422839,6177749,Closed,currency 1,-2490,0,-1395.0,-1739.0,,0,301500.0,0.0,0.0,0.0,Consumer credit,-727,0.0
377945,6166533,Active,currency 1,-1697,0,-590.0,,0.0,0,4500.0,168.975,4331.025,0.0,Credit card,-633,
143187,5561884,Closed,currency 1,-1262,0,565.0,-767.0,0.0,0,945000.0,0.0,0.0,0.0,Consumer credit,-604,
149587,6169720,Closed,currency 1,-51,0,-35.0,-36.0,,0,36000.0,0.0,0.0,0.0,Consumer credit,-31,0.0
145962,6567546,Closed,currency 1,-879,0,-332.0,-393.0,,0,139131.0,0.0,0.0,0.0,Consumer credit,-385,0.0
304403,6837391,Closed,currency 1,-282,0,83.0,-232.0,,0,450000.0,0.0,0.0,0.0,Credit card,-230,0.0
166283,6733525,Closed,currency 1,-2263,0,-2170.0,-2170.0,,0,47317.5,,,0.0,Credit card,-2170,0.0
118936,6557935,Closed,currency 1,-812,0,-629.0,-627.0,,0,31500.0,0.0,0.0,0.0,Consumer credit,-625,
390598,5871632,Closed,currency 1,-302,0,63.0,-226.0,,0,49180.5,0.0,,0.0,Consumer credit,-224,
117835,6019235,Closed,currency 1,-1387,0,-1264.0,-1293.0,,0,51240.96,0.0,,0.0,Consumer credit,-895,
278091,6208677,Active,currency 1,-230,0,1596.0,,,0,855000.0,794938.5,0.0,0.0,Consumer credit,-11,
231588,6107672,Closed,currency 1,-659,0,-288.0,-288.0,,0,53041.5,0.0,,0.0,Consumer credit,-265,
205995,5963090,Active,currency 1,-1184,0,643.0,,0.0,0,2250000.0,,,0.0,Consumer credit,-29,63427.5
127522,6477499,Active,currency 1,-2394,0,-568.0,,,0,1350000.0,471181.5,0.0,0.0,Consumer credit,-1144,0.0
232275,6019026,Closed,currency 1,-541,0,6.0,-23.0,,0,89793.0,0.0,,0.0,Consumer credit,-23,6664.5
446322,5719999,Active,currency 1,-305,0,22.0,,,0,67500.0,56286.0,0.0,0.0,Credit card,-168,
166197,6716798,Closed,currency 1,-1357,0,-1275.0,-1275.0,,0,900000.0,0.0,0.0,0.0,Consumer credit,-1249,14998.5
263067,5367034,Closed,currency 1,-549,0,-235.0,-228.0,,0,1494000.0,0.0,,0.0,Consumer credit,-228,
304991,5016299,Closed,currency 1,-1249,0,-695.0,-695.0,0.0,0,459177.615,0.0,0.0,0.0,Consumer credit,-695,
411939,6206681,Active,currency 1,-540,0,1286.0,,,0,1470150.0,1029105.0,,0.0,Consumer credit,-12,37894.5
152672,6090237,Active,currency 1,-374,0,857.0,,,0,67500.0,63900.0,0.0,0.0,Credit card,-45,0.0
278209,5588270,Closed,currency 1,-1121,0,-1027.0,-1029.0,,0,17775.0,0.0,,0.0,Consumer credit,-1027,
231860,5973344,Active,currency 1,-566,0,1260.0,,,0,396000.0,319171.5,0.0,0.0,Consumer credit,-41,
448219,6658518,Closed,currency 1,-902,0,-899.0,-899.0,0.0,0,0.0,0.0,0.0,0.0,Credit card,-899,
223544,6365854,Closed,currency 1,-2425,0,-2089.0,-2118.0,0.0,0,55237.5,0.0,0.0,0.0,Consumer credit,-2118,
422962,6614589,Closed,currency 1,-2093,0,-267.0,-266.0,25645.5,0,866250.0,,,0.0,Consumer credit,-266,
107323,5481406,Active,currency 1,-386,0,,,,0,1800000.0,1315638.0,,0.0,Consumer credit,-45,
341870,6141087,Active,currency 1,-227,0,,,0.0,0,75293.37,10174.5,65114.46,0.0,Credit card,-12,
284633,5121305,Closed,currency 1,-2395,0,,-1628.0,,0,720000.0,0.0,,0.0,Consumer credit,-1628,0.0
338076,6765141,Active,currency 1,-781,0,1039.0,,,0,544500.0,317587.5,,0.0,Consumer credit,-15,13932.0
278810,6452529,Active,currency 1,-322,0,33.0,,,0,45000.0,31981.5,0.0,0.0,Credit card,-202,
295208,5569999,Closed,currency 1,-1371,0,-981.0,-1246.0,,0,315000.0,0.0,0.0,0.0,Consumer credit,-1240,
226116,6526715,Active,currency 1,-436,0,1390.0,,5598.0,0,225000.0,,,0.0,Consumer credit,-17,5593.5
247108,5266019,Closed,currency 1,-338,0,-308.0,-308.0,0.0,0,13500.0,0.0,0.0,0.0,Consumer credit,-305,
227523,5925543,Closed,currency 1,-1703,0,-607.0,-1272.0,,0,190530.0,0.0,0.0,0.0,Consumer credit,-548,0.0
198429,6719345,Closed,currency 1,-2113,0,-1383.0,-1386.0,,0,157500.0,0.0,0.0,0.0,Consumer credit,-1385,11682.0
367465,6299479,Closed,currency 1,-189,0,542.0,-7.0,,0,35356.5,0.0,0.0,0.0,Consumer credit,-5,0.0
181157,6407248,Active,currency 1,-529,0,78.0,,,0,157018.5,28827.36,,0.0,Consumer credit,-24,
242994,6169818,Closed,currency 1,-1731,0,-1079.0,-1079.0,,0,174114.0,0.0,,0.0,Consumer credit,-1075,0.0
307661,6766905,Active,currency 1,-538,0,223.0,,0.0,0,191898.0,82786.5,0.0,0.0,Consumer credit,-22,7380.675
187469,5829837,Closed,currency 1,-1620,0,-904.0,-311.0,,0,4500.0,0.0,,0.0,Credit card,-309,
298299,5193750,Active,currency 1,-34,0,210.0,,0.0,0,90000.0,90000.0,0.0,0.0,Consumer credit,-22,
275733,6504836,Closed,currency 1,-1378,0,-1194.0,-1194.0,0.0,0,41642.28,0.0,0.0,0.0,Consumer credit,-1194,
217215,6630455,Active,currency 1,-1108,0,718.0,,,0,1575000.0,788373.0,0.0,0.0,Consumer credit,-7,212017.5
350602,6016006,Active,currency 1,-426,0,1035.0,,,0,486000.0,394038.0,0.0,0.0,Consumer credit,-28,15448.5
140169,5214223,Closed,currency 1,-2572,0,-745.0,-1034.0,,0,270000.0,0.0,0.0,0.0,Consumer credit,-609,
134841,6435656,Closed,currency 1,-2800,0,-2254.0,-2251.0,,0,286200.0,0.0,0.0,0.0,Consumer credit,-779,0.0
401450,5004415,Closed,currency 1,-1362,0,-1178.0,-1178.0,,0,57780.0,0.0,0.0,0.0,Consumer credit,-993,0.0
294847,6519416,Active,currency 1,-98,0,83.0,,0.0,0,19755.0,13774.5,0.0,0.0,Consumer credit,-37,3292.515
195127,6417249,Active,currency 1,-670,0,,,,0,180000.0,188923.5,,0.0,Credit card,-10,
181164,5275916,Active,currency 1,-213,0,518.0,,,0,853200.0,706636.71,,0.0,Consumer credit,-13,
133780,6644411,Active,currency 1,-498,0,234.0,,0.0,0,225000.0,81744.345,0.0,0.0,Consumer credit,-6,
169828,5683354,Active,currency 1,-1179,0,-644.0,,0.0,0,0.0,0.0,0.0,0.0,Credit card,-631,
139605,5260507,Closed,currency 1,-1607,0,-1515.0,-1574.0,0.0,0,14724.0,0.0,0.0,0.0,Consumer credit,-1572,0.0
436531,6169904,Active,currency 1,-116,0,188.0,,,0,64458.0,54117.0,0.0,0.0,Consumer credit,-46,8644.5
228445,5637518,Active,currency 1,-562,0,-381.0,,0.0,0,57600.0,0.0,0.0,0.0,Consumer credit,-279,
347232,6276823,Active,currency 1,-438,0,1383.0,,0.0,0,36000.0,36964.89,0.0,0.0,Credit card,-13,
148006,6239210,Closed,currency 1,-588,0,875.0,-70.0,,0,1350000.0,0.0,0.0,0.0,Consumer credit,-62,0.0
384864,6407413,Active,currency 1,-1011,0,1195.0,,0.0,0,126000.0,125923.275,76.725,0.0,Credit card,-26,8434.125
195496,5469506,Closed,currency 1,-1149,0,-536.0,-375.0,,0,522000.0,0.0,0.0,0.0,Credit card,-372,0.0
