SK_ID_PREV,SK_ID_CURR,NUM_INSTALMENT_VERSION,NUM_INSTALMENT_NUMBER,DAYS_INSTALMENT,DAYS_ENTRY_PAYMENT,AMT_INSTALMENT,AMT_PAYMENT
2607394,420214,1.0,3,-867.0,-872.0,9392.355,9392.355
2586931,303860,0.0,21,-2058.0,-2058.0,9000.0,9000.0
1158432,329154,1.0,9,-668.0,-671.0,4684.545,4684.545
2121151,307691,1.0,9,-75.0,-140.0,4498.29,4498.29
2570986,192015,0.0,32,-1650.0,-1663.0,4500.0,4500.0
2660837,380466,1.0,2,-384.0,-411.0,6188.805,6188.805
2784332,261211,0.0,37,-1500.0,-1500.0,18000.0,18000.0
2804669,173812,1.0,8,-1375.0,-1383.0,25602.93,25602.93
1423376,379481,0.0,72,-296.0,-296.0,22020.93,22020.93
1181841,307005,0.0,41,-1544.0,-1526.0,2557.395,2557.395
1818674,410699,1.0,1,-2739.0,-2739.0,7646.58,7646.58
1623530,228687,2.0,1,-192.0,-217.0,62976.15,90000.0
1189833,390416,0.0,23,-2501.0,-2501.0,225.0,225.0
2673143,157203,0.0,75,-946.0,-946.0,174.645,174.645
1811273,336159,1.0,8,-2580.0,-2575.0,4723.695,4658.805
1614845,366700,0.0,46,-1803.0,-1803.0,275.085,275.085
1547459,340420,3.0,4,-378.0,-399.0,12828.735,12828.735
2769807,245577,1.0,4,-850.0,-849.0,16493.625,16493.625
1846487,295817,1.0,1,-2692.0,-2692.0,2092.275,2092.275
1626288,363991,1.0,14,-16.0,-19.0,6891.075,6891.075
2801554,390907,0.0,78,-828.0,-828.0,4500.0,4500.0
1744665,384762,1.0,8,-267.0,-287.0,8939.115,8939.115
2789059,224981,0.0,63,-1964.0,-1964.0,58.905,58.905
1267781,334517,1.0,17,-280.0,-285.0,30864.6,214.92
1002824,121299,1.0,1,-347.0,-377.0,8086.14,8086.14
2397943,265951,2.0,7,-1115.0,-1127.0,16293.15,16293.15
1861342,112851,1.0,19,-1047.0,-1052.0,5123.025,5123.025
1285180,257099,1.0,3,-2243.0,-2254.0,4837.185,4837.185
2438700,229220,0.0,56,-181.0,-181.0,18034.74,18034.74
2015513,393638,1.0,5,-1269.0,-1277.0,7205.715,7205.715
1836754,423061,1.0,4,-636.0,-642.0,31924.395,31924.395
1501991,346229,1.0,8,-2622.0,-2639.0,5498.46,5498.46
1570202,157056,0.0,105,-1399.0,-1428.0,218.52,218.52
2083055,180058,0.0,116,-579.0,-581.0,3375.0,3375.0
1212794,226956,1.0,18,-546.0,-549.0,7252.2,7252.2
2572405,166202,1.0,10,-1325.0,-1340.0,6732.765,6732.765
1609103,348420,0.0,50,-1679.0,-1672.0,3375.0,3375.0
1880658,180698,1.0,7,-161.0,-162.0,12855.735,12855.735
1643822,292154,1.0,10,-809.0,-840.0,10360.665,10360.665
2121130,349201,1.0,10,-381.0,-386.0,53174.88,53174.88
1711115,192326,0.0,51,-1787.0,-1787.0,115.875,115.875
1068708,238850,1.0,6,-233.0,-234.0,19227.375,19227.375
2791282,413769,0.0,23,-1709.0,-1718.0,4500.0,4500.0
2095386,241835,1.0,4,-151.0,-166.0,9978.975,9978.975
1606946,285603,1.0,3,-843.0,-842.0,7308.585,7308.585
1182941,222646,1.0,11,-1197.0,-1189.0,11040.66,11038.32
2737486,358074,0.0,88,-1267.0,-1267.0,7768.44,7768.44
1207539,309773,0.0,8,-99.0,-111.0,6619.725,6619.725
1533008,158355,1.0,2,-1530.0,-1543.0,10600.74,10600.74
1039738,428196,1.0,8,-155.0,-160.0,30119.535,30119.535
1964185,375414,1.0,1,-705.0,-706.0,22399.11,22399.11
1007376,110568,0.0,43,-492.0,-492.0,20481.48,20481.48
2455357,357168,0.0,94,-820.0,-820.0,4554.675,4554.675
1896403,276050,1.0,7,-822.0,-852.0,14221.845,310.815
2317896,193643,1.0,8,-800.0,-833.0,18837.9,18837.9
1615068,238224,2.0,5,-862.0,-862.0,2028294.675,2094701.04
1306977,361128,1.0,5,-1291.0,-1293.0,7577.235,7577.235
2672065,231275,1.0,3,-772.0,-785.0,8732.61,8732.61
1672173,227137,1.0,5,-427.0,-437.0,6095.16,6095.16
1602979,165851,1.0,12,-1338.0,-1334.0,21547.98,20689.425
1563901,137472,0.0,75,-99.0,-97.0,23372.685,23372.685
1310807,207486,1.0,8,-1125.0,-1124.0,6772.68,6772.68
1151375,223246,1.0,2,-706.0,-722.0,11971.08,11971.08
2572238,219355,1.0,15,-490.0,-639.0,14214.285,14214.285
2727457,455538,10.0,6,-140.0,-167.0,17584.065,27415.935
2026811,104596,0.0,54,-706.0,-706.0,3113.37,3113.37
2138435,205091,0.0,115,-247.0,-247.0,146.61,146.61
2762570,363527,1.0,11,-452.0,-456.0,2906.46,2906.46
1866058,347601,1.0,1,-538.0,-546.0,16784.19,16784.19
1801188,330421,4.0,2,-816.0,-817.0,27642.42,27642.42
1235472,399092,1.0,8,-388.0,-394.0,22791.96,22791.96
2715557,143895,0.0,24,-64.0,-64.0,143.775,143.775
1570986,358959,0.0,50,-158.0,-158.0,13832.955,13832.955
1227061,172264,1.0,2,-668.0,-675.0,6074.415,6074.415
2672796,294812,1.0,3,-808.0,-822.0,11269.53,11269.53
2241374,232428,1.0,9,-460.0,-466.0,3777.435,3777.435
2272843,398173,1.0,9,-698.0,-699.0,9006.66,9006.66
2768618,118440,0.0,37,-2170.0,-2173.0,9000.0,9000.0
1035982,263493,0.0,26,-1590.0,-1593.0,12600.0,12600.0
1923726,151519,0.0,89,-686.0,-686.0,46.53,46.53
1430356,206814,0.0,36,-1902.0,-1902.0,209.97,209.97
2725627,270486,3.0,12,-140.0,-154.0,3937.725,3937.725
1521867,434589,1.0,13,-235.0,-235.0,42922.89,42922.89
2002404,380014,0.0,3,-388.0,-388.0,11250.0,11250.0
2210822,268567,1.0,4,-626.0,-625.0,16733.565,16733.565
1801895,330836,1.0,3,-516.0,-520.0,9966.24,9966.24
2416178,259529,1.0,10,-1914.0,-1926.0,12054.195,12054.195
1258607,186668,1.0,7,-944.0,-944.0,49461.21,49461.21
2229653,284348,0.0,10,-2659.0,-2670.0,6750.0,6750.0
2720123,398771,1.0,9,-2836.0,-2836.0,3473.955,3473.955
1883077,362518,1.0,12,-1568.0,-1554.0,7077.285,7056.675
1260209,122301,0.0,20,-2681.0,-2681.0,1125.0,1125.0
1498641,335310,1.0,10,-172.0,-178.0,11531.835,11531.835
2165211,193191,1.0,12,-407.0,-418.0,33643.845,33643.845
1717774,211425,0.0,49,-2460.0,-2460.0,3375.0,3375.0
2795247,297100,1.0,9,-129.0,-134.0,61535.025,61535.025
2370807,237903,1.0,8,-892.0,-896.0,11641.86,11641.86
2610493,448931,1.0,12,-349.0,-357.0,13826.88,13826.88
2424563,134452,1.0,6,-1521.0,-1531.0,30396.96,30396.96
2630635,256296,0.0,43,-445.0,-448.0,22500.0,22500.0
1007608,304717,1.0,3,-643.0,-651.0,60433.29,60433.29
1843673,305247,1.0,7,-711.0,-736.0,2964.195,2964.195
1709961,323297,1.0,6,-644.0,-646.0,11916.315,11916.315
1441857,456169,1.0,7,-991.0,-997.0,27574.47,27574.47
2417043,225371,0.0,28,-2762.0,-2762.0,900.0,900.0
1732832,323398,1.0,2,-685.0,-726.0,3577.77,3577.77
1705779,197729,0.0,22,-2357.0,-2370.0,6750.0,6750.0
1689489,330430,0.0,37,-1942.0,-1952.0,3375.0,3375.0
1630036,330363,0.0,79,-931.0,-942.0,9000.0,9000.0
2265774,162379,1.0,15,-716.0,-714.0,39096.855,18618.3
1184869,103797,0.0,86,-283.0,-283.0,254.925,254.925
2558200,331347,0.0,5,-2579.0,-2591.0,7560.0,7560.0
2584657,188653,0.0,23,-74.0,-80.0,2541.555,2541.555
2610435,425966,1.0,18,-212.0,-217.0,12120.795,12120.795
2809914,161348,1.0,6,-561.0,-578.0,19850.67,19850.67
1190490,354310,1.0,7,-779.0,-785.0,7136.37,7136.37
1597079,288699,0.0,30,-261.0,-261.0,59135.805,59135.805
2331834,186648,0.0,49,-1460.0,-1460.0,131.805,131.805
1736763,369961,1.0,5,-939.0,-971.0,37266.075,37266.075
2788725,268678,1.0,8,-338.0,-347.0,40133.475,40133.475
2284545,303169,0.0,88,-853.0,-853.0,189.18,189.18
2630663,160465,2.0,4,-1000.0,-1000.0,108982.215,108982.215
1359320,157470,2.0,22,-842.0,-861.0,17236.8,17236.8
1999244,206355,0.0,73,-1336.0,-1336.0,63.045,63.045
1466219,217987,1.0,8,-225.0,-232.0,23552.64,23552.64
2772592,346448,1.0,2,-2080.0,-2100.0,7481.7,7481.7
2583896,178154,2.0,6,-477.0,-492.0,15622.83,15622.83
1744394,124517,1.0,1,-1489.0,-1502.0,12427.29,12427.29
2079216,239226,0.0,69,-592.0,-592.0,491.625,491.625
1106983,127329,1.0,10,-1399.0,-1402.0,11853.9,11853.9
2107694,247265,1.0,8,-647.0,-647.0,4068.0,4068.0
2234172,326581,1.0,17,-266.0,-265.0,29066.76,29066.76
2102863,354605,1.0,2,-900.0,-946.0,8495.415,504.585
2416764,130205,1.0,4,-145.0,-147.0,23933.07,23933.07
2478668,420302,1.0,6,-1922.0,-2009.0,3132.54,3132.54
1245460,401693,1.0,22,-190.0,-183.0,26191.395,25824.42
2796774,219637,0.0,4,-541.0,-541.0,48.105,48.105
1993915,252573,0.0,66,-886.0,-886.0,238.095,238.095
2075886,159866,1.0,8,-1493.0,-1540.0,26602.74,1430.82
1665925,185161,0.0,59,-1899.0,-1899.0,2256.345,2256.345
2542737,242144,1.0,8,-1857.0,-1872.0,6655.14,6655.14
2749707,256909,1.0,3,-1011.0,-1015.0,13071.105,13071.105
1931853,205967,1.0,1,-661.0,-672.0,23960.655,23960.655
1335749,395877,1.0,9,-515.0,-516.0,24546.96,24546.96
1914963,291963,0.0,40,-1414.0,-1441.0,2250.0,2250.0
2511204,223542,0.0,20,-2082.0,-2100.0,4500.0,4500.0
1103469,425932,0.0,24,-1007.0,-1007.0,4081.005,4081.005
1009843,104966,0.0,6,-2765.0,-2774.0,5625.0,5625.0
2712777,315076,1.0,12,-1942.0,-1939.0,3294.495,3263.445
1818693,317706,1.0,11,-1520.0,-1529.0,5228.235,5228.235
2403433,430326,1.0,11,-1811.0,-1827.0,7817.31,7817.31
1444825,349968,1.0,5,-2097.0,-2096.0,21503.97,21503.97
1490410,134684,1.0,11,-777.0,-778.0,5724.225,5724.225
1843373,145512,0.0,39,-1812.0,-1813.0,9000.0,9000.0
2403368,411742,1.0,4,-1966.0,-1986.0,8484.48,8484.48
1999750,170997,1.0,11,-371.0,-372.0,7791.3,7791.3
1648980,314812,1.0,2,-2760.0,-2773.0,13776.21,13776.21
1857195,157604,1.0,10,-2661.0,-2661.0,12743.01,12743.01
2644113,202767,0.0,11,-245.0,-255.0,5729.715,5729.715
1474836,204628,0.0,71,-1363.0,-1374.0,6750.0,6750.0
2502968,178361,1.0,11,-679.0,-686.0,17495.55,17495.55
1667136,386058,0.0,26,-2333.0,-2347.0,3375.0,3375.0
2581716,430648,0.0,32,-2020.0,-2020.0,4500.0,4500.0
2262339,152619,0.0,74,-57.0,-62.0,225.0,221.985
2427636,318356,1.0,4,-2345.0,-2364.0,7238.7,7238.7
2777543,138105,0.0,117,-138.0,-138.0,142.47,142.47
1155111,352158,1.0,14,-329.0,-340.0,17269.83,17269.83
1766995,383396,1.0,6,-490.0,-501.0,15944.58,15944.58
2079279,409923,1.0,2,-2225.0,-2238.0,7194.87,7194.87
2292318,350266,1.0,1,-534.0,-564.0,48698.595,48698.595
2475914,208283,0.0,80,-873.0,-873.0,1056.33,1056.33
2469302,195496,0.0,19,-147.0,-147.0,1.35,1.35
1240096,209391,1.0,1,-224.0,-232.0,31348.665,31348.665
2532046,145281,1.0,10,-750.0,-748.0,12119.94,10215.765
1870931,107912,0.0,39,-1597.0,-1598.0,3375.0,3375.0
2717497,444643,0.0,28,-1177.0,-1181.0,9000.0,9000.0
1382259,397306,1.0,2,-439.0,-442.0,8373.825,8373.825
2841797,349778,0.0,70,-113.0,-106.0,16175.25,425.25
2166409,393669,1.0,2,-1380.0,-1409.0,4305.06,4305.06
1482358,251371,1.0,2,-193.0,-201.0,11105.46,11105.46
2354955,136259,0.0,62,-2156.0,-2156.0,242.145,242.145
2425393,136005,0.0,54,-385.0,-383.0,7674.345,7674.345
2210031,199075,1.0,7,-963.0,-965.0,24160.41,24160.41
2660939,221884,1.0,5,-1148.0,-1154.0,5250.555,5250.555
1201792,444876,0.0,76,-1251.0,-1251.0,599.985,599.985
2306748,374015,1.0,12,-453.0,-449.0,27438.03,27291.33
1577786,412979,1.0,16,-1299.0,-1304.0,14910.93,10.665
1360027,330368,1.0,32,-123.0,-127.0,10820.835,10820.835
1389679,414842,1.0,6,-663.0,-658.0,6130.62,1930.14
2760223,439034,1.0,8,-323.0,-331.0,12087.45,12087.45
2516816,403259,1.0,3,-592.0,-605.0,5870.25,5870.25
2241438,444631,1.0,7,-426.0,-452.0,7900.47,7900.47
1770213,217130,1.0,18,-1237.0,-1261.0,2326.59,2326.59
2164759,192906,1.0,8,-1183.0,-1216.0,21231.135,1.035
2772656,154325,0.0,9,-581.0,-594.0,13729.905,13729.905
1692908,294195,1.0,32,-1667.0,-1670.0,11612.205,11612.205
2209902,212015,0.0,35,-1883.0,-1896.0,4500.0,4500.0
2104827,329154,1.0,9,-1476.0,-1485.0,3826.71,3826.71
1899670,249332,0.0,49,-2045.0,-2045.0,2.16,2.16
2303523,139731,1.0,3,-403.0,-418.0,9623.565,9623.565
2138197,348200,1.0,6,-390.0,-398.0,15119.19,15119.19
1677994,415708,1.0,10,-463.0,-463.0,22233.6,22233.6
1779751,142997,1.0,2,-1272.0,-1285.0,20463.84,20463.84
1160506,329949,0.0,26,-2837.0,-2837.0,225.0,225.0
2807583,327866,0.0,13,-497.0,-497.0,0.54,0.54
2736879,182817,1.0,11,-366.0,-373.0,15037.02,15037.02
2793326,418460,1.0,4,-2605.0,-2612.0,3415.77,3415.77
1112989,441941,1.0,7,-596.0,-599.0,34666.425,34666.425
2394307,129314,0.0,36,-2343.0,-2343.0,225.0,225.0
1151878,264404,1.0,5,-493.0,-520.0,12399.345,12399.345
1355990,324244,1.0,1,-1156.0,-1156.0,13781.475,13781.475
2167601,168029,1.0,2,-931.0,-933.0,10936.485,10936.485
1715549,139983,1.0,9,-2057.0,-2058.0,9701.145,9701.145
2497601,350742,1.0,24,-1861.0,-1861.0,742.455,742.455
1244006,283247,1.0,7,-2312.0,-2289.0,9313.875,3.375
1442492,311131,0.0,9,-779.0,-779.0,1.35,1.35
2571522,189284,1.0,1,-2530.0,-2537.0,5437.665,5437.665
1231618,381140,1.0,5,-1412.0,-1420.0,7996.86,7996.86
2060445,342239,1.0,10,-204.0,-245.0,20833.695,20833.695
1268797,341962,0.0,33,-1729.0,-1729.0,4500.0,4500.0
2436165,209549,0.0,44,-236.0,-236.0,1149.165,1149.165
2552172,381271,1.0,9,-349.0,-367.0,7128.72,7128.72
1643930,227567,1.0,12,-1131.0,-1159.0,2808.945,79.605
1376679,367371,1.0,13,-52.0,-62.0,61750.62,61750.62
1645263,145728,0.0,70,-1282.0,-1295.0,2250.0,2250.0
2532400,226557,1.0,4,-2137.0,-2137.0,8616.915,8616.915
1367020,455529,1.0,1,-2511.0,-2529.0,7301.25,7301.25
2288513,335711,1.0,1,-347.0,-365.0,8675.955,8675.955
1597795,156335,0.0,106,-234.0,-234.0,158.85,158.85
2253711,253489,1.0,2,-546.0,-563.0,113361.795,113361.795
2726206,128477,0.0,51,-1839.0,-1842.0,7875.0,7875.0
2805787,455689,1.0,21,-370.0,-374.0,29736.855,29736.855
2657941,417451,0.0,50,-1897.0,-1924.0,6750.0,6750.0
1436093,375679,2.0,4,-2713.0,-2713.0,14677.47,14677.47
1075785,181465,2.0,4,-23.0,-34.0,13485.51,13485.51
2604032,433431,1.0,9,-603.0,-607.0,28465.38,28465.38
1690552,362452,1.0,4,-1947.0,-1968.0,8816.4,8816.4
2261695,409949,0.0,147,-584.0,-584.0,371.565,371.565
2239650,404172,1.0,5,-2703.0,-2721.0,4671.54,4671.54
1162263,382114,1.0,6,-2589.0,-2599.0,4631.805,4631.805
1765164,336361,1.0,5,-963.0,-971.0,16133.13,16133.13
2248871,394887,1.0,6,-1412.0,-1439.0,23833.575,23833.575
1393848,367064,1.0,7,-25.0,-42.0,9689.13,9689.13
1457222,223000,1.0,7,-422.0,-449.0,8242.83,8242.83
1336985,276711,1.0,8,-1369.0,-1378.0,6526.935,6526.935
1126901,359394,1.0,9,-52.0,-55.0,7235.01,7235.01
2755850,132462,0.0,106,-283.0,-283.0,259.515,259.515
2293243,428993,0.0,11,-141.0,-160.0,225.0,225.0
2173838,338774,2.0,4,-788.0,-797.0,173723.94,226367.955
2269572,259483,0.0,32,-843.0,-843.0,635.445,635.445
1498942,313792,1.0,7,-502.0,-515.0,3426.255,3426.255
2524739,209142,1.0,3,-310.0,-324.0,23874.75,23874.75
2001847,282618,1.0,6,-2193.0,-2205.0,38740.545,38740.545
2662933,442199,0.0,107,-135.0,-135.0,152.37,152.37
2106845,187585,1.0,5,-1618.0,-1661.0,13754.565,13754.565
1387107,379105,0.0,128,-464.0,-464.0,301.23,301.23
1574305,208359,1.0,12,-122.0,-187.0,6473.565,3040.785
2705809,252839,1.0,2,-1598.0,-1605.0,4536.945,4536.945
1634544,101051,1.0,9,-2075.0,-2048.0,7296.21,7.47
2657943,438152,0.0,93,-395.0,-395.0,258.075,258.075
2658695,285703,1.0,20,-36.0,-57.0,3464.46,3464.46
1121251,333014,1.0,7,-337.0,-353.0,8207.55,8207.55
1740499,318770,0.0,86,-1896.0,-1896.0,4500.0,4500.0
2526622,133302,1.0,7,-2521.0,-2521.0,3977.865,3977.865
1948959,263635,1.0,16,-1134.0,-1170.0,9742.635,143.865
1053110,298113,1.0,4,-398.0,-395.0,8347.815,8335.26
1238307,329463,1.0,9,-211.0,-211.0,21963.96,21963.96
1515747,136583,1.0,3,-761.0,-772.0,12894.12,12894.12
1488179,215867,1.0,2,-588.0,-601.0,17956.44,17956.44
2652710,404790,1.0,7,-1693.0,-1729.0,3308.985,3308.985
1824395,166573,1.0,8,-523.0,-520.0,48592.575,28110.42
2132839,313469,1.0,31,-766.0,-767.0,33813.135,33813.135
2249711,321039,0.0,38,-616.0,-616.0,1174.5,1174.5
2221512,256046,1.0,1,-2114.0,-2122.0,18090.09,18090.09
1697452,183419,0.0,8,-204.0,-203.0,2407.005,2407.005
1890246,345450,1.0,3,-2347.0,-2351.0,5163.12,5163.12
2050472,195505,0.0,61,-9.0,-9.0,362.25,362.25
2628938,412031,2.0,5,-1120.0,-1140.0,17548.875,17548.875
1689066,370844,1.0,9,-1289.0,-1303.0,10269.585,10269.585
1026409,248068,1.0,9,-710.0,-718.0,55540.845,55540.845
1032945,354184,3.0,12,-121.0,-120.0,15696.765,15696.765
1442907,309229,0.0,28,-2179.0,-2195.0,3375.0,3375.0
1121360,263379,1.0,4,-230.0,-236.0,10177.74,10177.74
1894562,287788,1.0,26,-96.0,-96.0,44344.755,44344.755
2439759,329302,1.0,12,-438.0,-457.0,15793.11,15793.11
1598534,433031,1.0,2,-88.0,-119.0,24341.67,24341.67
2449016,195417,1.0,6,-635.0,-648.0,4304.565,4304.565
2464481,141355,1.0,5,-1376.0,-1386.0,10917.0,10917.0
2162291,297808,0.0,4,-405.0,-405.0,14247.405,14247.405
2194163,391614,1.0,4,-1387.0,-1387.0,7057.035,7057.035
2275347,111803,1.0,4,-336.0,-348.0,24704.865,24704.865
1104666,128703,1.0,5,-122.0,-123.0,10395.72,10395.72
2760769,242651,1.0,7,-561.0,-563.0,24414.435,24414.435
1978602,316843,1.0,16,-65.0,-62.0,35577.27,29090.655
2307283,157530,0.0,42,-1866.0,-1866.0,340.65,340.65
1010761,105228,5.0,13,-368.0,-379.0,6229.575,6229.575
1498946,237903,0.0,41,-103.0,-103.0,35.91,35.91
1499752,362661,1.0,3,-1608.0,-1613.0,6087.42,6087.42
2173326,437053,0.0,4,-1936.0,-1936.0,67500.0,67500.0
1556010,203950,3.0,15,-40.0,-48.0,2960.55,2960.55
1895232,219186,0.0,48,-308.0,-308.0,0.045,0.045
2830905,429738,0.0,32,-18.0,-20.0,2250.0,2250.0
1916224,265620,1.0,5,-1648.0,-1646.0,6956.775,1612.935
1026693,292420,0.0,118,-80.0,-80.0,1770.66,1770.66
1260444,422667,1.0,7,-2075.0,-2073.0,3195.765,1185.345
2189721,204769,1.0,4,-1842.0,-1852.0,14009.85,14009.85
1231171,418620,0.0,2,-245.0,-245.0,133082.595,133082.595
2638261,324052,0.0,3,-381.0,-381.0,681.84,681.84
1604561,135879,0.0,6,-2594.0,-2611.0,4500.0,4500.0
2778670,165919,1.0,2,-123.0,-128.0,30911.355,30911.355
1577160,209723,1.0,4,-681.0,-689.0,8921.565,8921.565
2805967,233241,1.0,5,-105.0,-137.0,8951.265,8951.265
2508543,222452,1.0,1,-507.0,-519.0,25693.2,25693.2
2446048,124420,1.0,18,-998.0,-997.0,2632.68,2632.68
2820239,189148,1.0,2,-664.0,-674.0,11058.975,11058.975
1978764,217596,5.0,10,-580.0,-589.0,7224.3,7224.3
1143386,436528,1.0,3,-288.0,-291.0,14622.345,14622.345
1042062,414797,1.0,8,-2477.0,-2485.0,3404.655,3404.655
1080618,303738,1.0,13,-1170.0,-1186.0,4745.07,4745.07
2690549,329022,1.0,6,-1102.0,-1111.0,37983.78,37983.78
1008586,211000,1.0,1,-395.0,-397.0,29823.255,29823.255
1585853,112211,0.0,13,-2242.0,-2248.0,5625.0,5625.0
2588726,240904,1.0,17,-1758.0,-1757.0,14553.225,14553.225
1386062,108965,0.0,82,-1695.0,-1708.0,6750.0,6750.0
1306385,325439,1.0,4,-546.0,-553.0,6499.89,6499.89
1740908,356566,1.0,7,-253.0,-291.0,17695.305,17695.305
2600821,212561,0.0,6,-937.0,-937.0,24625.98,24625.98
2452653,394372,1.0,6,-1385.0,-1399.0,3016.08,3016.08
1907754,236094,0.0,65,-893.0,-893.0,437.355,437.355
2761107,275153,1.0,18,-86.0,-90.0,29129.805,29129.805
1441030,408153,1.0,3,-241.0,-263.0,3213.675,3213.675
1354499,246286,1.0,1,-478.0,-496.0,4720.05,4720.05
2511356,111815,6.0,6,-213.0,-241.0,483984.99,483984.99
2319772,350991,1.0,7,-2828.0,-2847.0,5215.725,5215.725
1831574,118025,1.0,7,-1379.0,-1381.0,9099.27,9099.27
2619173,117279,0.0,44,-2376.0,-2387.0,10800.0,10800.0
1330833,159494,0.0,34,-1809.0,-1816.0,3375.0,3375.0
1285305,334904,0.0,36,-1745.0,-1745.0,180.0,180.0
1535779,119749,1.0,4,-773.0,-792.0,10745.505,10745.505
1852733,115231,0.0,14,-2367.0,-2367.0,23130.0,23130.0
1223560,108023,1.0,16,-2352.0,-2347.0,6764.85,6764.85
2803057,303678,1.0,19,-341.0,-342.0,110897.82,110897.82
2474447,286817,1.0,6,-589.0,-600.0,16145.955,16145.955
1101897,299134,1.0,13,-809.0,-822.0,39096.855,39096.855
2745619,352117,1.0,12,-2086.0,-2088.0,14770.305,14770.305
