SK_ID_PREV,SK_ID_CURR,MONTHS_BALANCE,CNT_INSTALMENT,CNT_INSTALMENT_FUTURE,NAME_CONTRACT_STATUS,SK_DPD,SK_DPD_DEF
1198725,266165,-3,10.0,3.0,Active,0,0
1810703,452310,-16,6.0,2.0,Active,0,0
2174004,128491,-13,10.0,4.0,Active,0,0
2369509,266825,-56,12.0,2.0,Active,0,0
2234676,139053,-25,12.0,12.0,Active,0,0
1498349,326961,-12,6.0,5.0,Active,0,0
2340722,276956,-47,18.0,11.0,Active,0,0
2820981,408960,-22,36.0,28.0,Active,0,0
1151247,369082,-52,10.0,8.0,Active,0,0
1423491,214138,-7,12.0,7.0,Active,0,0
1449522,300769,-4,10.0,6.0,Active,0,0
1351539,205503,-21,48.0,38.0,Active,0,0
1308088,224276,-22,10.0,4.0,Active,0,0
1730553,248169,-25,10.0,1.0,Active,0,0
2238139,313660,-55,12.0,4.0,Active,0,0
2617583,150058,-34,6.0,4.0,Active,0,0
2130926,323387,-11,24.0,20.0,Active,0,0
2809827,336534,-49,10.0,3.0,Active,0,0
1648788,181913,-75,7.0,4.0,Active,0,0
2561963,438854,-46,10.0,6.0,Active,0,0
2842785,371417,-13,36.0,26.0,Active,0,0
2728198,446271,-13,12.0,12.0,Active,0,0
1592999,376045,-18,18.0,5.0,Active,0,0
1960023,114825,-16,18.0,13.0,Active,0,0
2272844,184756,-19,12.0,8.0,Active,0,0
1069790,201072,-14,10.0,0.0,Completed,0,0
1032060,343990,-29,6.0,3.0,Active,0,0
1294690,162284,-28,6.0,3.0,Active,0,0
1846618,354184,-78,24.0,15.0,Active,0,0
1949686,182965,-5,24.0,24.0,Active,0,0
1008709,347829,-28,18.0,9.0,Active,0,0
2646184,316720,-32,12.0,5.0,Active,0,0
2422406,209071,-28,48.0,43.0,Active,0,0
1036037,267738,-58,8.0,1.0,Active,0,0
1277191,351485,-93,6.0,6.0,Active,0,0
1686500,124624,-15,6.0,6.0,Active,0,0
2598762,283072,-91,9.0,9.0,Active,0,0
1256194,329034,-14,5.0,0.0,Completed,0,0
1459739,182637,-17,42.0,42.0,Active,0,0
1669286,206586,-13,10.0,4.0,Active,0,0
2617337,270210,-5,4.0,0.0,Completed,0,0
1339000,432452,-47,10.0,0.0,Completed,0,0
1948804,224929,-43,24.0,15.0,Active,1,1
2712473,263664,-78,10.0,4.0,Active,0,0
2438559,324412,-35,12.0,6.0,Active,0,0
2596238,347118,-50,12.0,12.0,Active,0,0
2769576,112083,-46,18.0,8.0,Active,0,0
1025318,258136,-63,12.0,1.0,Active,0,0
1007182,162794,-19,,,Signed,0,0
1375102,160313,-16,10.0,1.0,Active,0,0
1978561,362788,-22,30.0,21.0,Active,0,0
1789457,176820,-31,7.0,0.0,Completed,0,0
2095491,447522,-4,31.0,12.0,Active,0,0
2566682,110403,-19,48.0,46.0,Active,0,0
2007751,417394,-21,12.0,8.0,Active,0,0
1086836,444461,-30,18.0,15.0,Active,0,0
1613795,197412,-21,42.0,25.0,Active,0,0
1935131,205648,-17,18.0,7.0,Active,0,0
2323350,119484,-2,12.0,7.0,Active,0,0
2010600,367545,-51,16.0,12.0,Active,0,0
1878695,150744,-10,12.0,3.0,Active,0,0
1255482,237928,-24,12.0,8.0,Active,0,0
2585025,430992,-55,12.0,1.0,Active,0,0
1396169,302827,-56,14.0,2.0,Active,0,0
2242652,155602,-79,8.0,7.0,Active,0,0
2051510,316611,-10,24.0,11.0,Active,0,0
1542736,278646,-53,10.0,0.0,Active,0,0
2560608,302967,-63,10.0,1.0,Active,0,0
1802397,296335,-39,12.0,1.0,Active,0,0
1504124,241018,-77,7.0,1.0,Active,0,0
1448876,424552,-30,12.0,12.0,Active,0,0
1037894,402649,-24,24.0,16.0,Active,0,0
2632995,383867,-40,4.0,3.0,Active,0,0
2394610,446004,-11,8.0,8.0,Active,0,0
1384835,115505,-75,10.0,10.0,Active,0,0
1743238,344912,-38,16.0,0.0,Active,0,0
2437849,411645,-48,12.0,12.0,Active,0,0
2238560,234620,-18,54.0,52.0,Active,0,0
1946756,431216,-17,18.0,4.0,Active,0,0
2346587,272708,-27,10.0,5.0,Active,0,0
1328866,150992,-66,9.0,6.0,Active,0,0
2463448,266117,-34,8.0,0.0,Active,0,0
2000370,376343,-65,11.0,3.0,Active,0,0
1202473,379580,-37,12.0,12.0,Active,0,0
1338884,294013,-55,24.0,20.0,Active,0,0
1718676,251856,-2,10.0,5.0,Active,0,0
1288699,162701,-9,24.0,20.0,Active,0,0
2082634,273800,-15,9.0,0.0,Active,0,0
2164937,282318,-3,6.0,6.0,Active,0,0
1172308,304277,-20,42.0,35.0,Active,0,0
2539145,234587,-75,6.0,0.0,Active,93,0
1915846,188421,-19,2.0,0.0,Completed,0,0
2049654,412207,-17,6.0,0.0,Completed,0,0
2096269,112988,-92,4.0,0.0,Active,0,0
1837064,312597,-94,6.0,3.0,Active,0,0
1392623,283775,-16,18.0,6.0,Active,0,0
1774992,362210,-49,12.0,2.0,Active,0,0
2083572,133312,-86,11.0,2.0,Active,0,0
2681404,302083,-68,9.0,4.0,Active,0,0
1870244,379510,-10,12.0,6.0,Active,0,0
1466265,143725,-14,12.0,11.0,Active,0,0
1208101,234041,-24,18.0,13.0,Active,0,0
1549375,119782,-31,36.0,24.0,Active,4,4
2559750,427164,-90,12.0,3.0,Active,0,0
2188506,117095,-36,12.0,2.0,Active,0,0
1238846,357588,-4,12.0,2.0,Active,0,0
2580378,334904,-38,6.0,2.0,Active,0,0
1932599,444231,-5,10.0,5.0,Active,0,0
1012951,394300,-21,12.0,0.0,Active,0,0
1897434,363714,-24,12.0,0.0,Completed,0,0
1410393,390619,-19,12.0,10.0,Active,0,0
2479504,300905,-15,24.0,7.0,Active,0,0
2761264,376447,-17,12.0,7.0,Active,0,0
1011994,442672,-23,24.0,13.0,Active,0,0
1750335,355110,-26,24.0,14.0,Active,0,0
1320452,366750,-5,12.0,7.0,Active,0,0
1567124,385081,-49,12.0,11.0,Active,0,0
1100820,169677,-41,36.0,35.0,Active,0,0
1254405,353066,-73,10.0,1.0,Active,0,0
2167383,295545,-24,24.0,19.0,Active,0,0
1259230,137368,-88,11.0,8.0,Active,0,0
2745619,352117,-46,42.0,7.0,Active,0,0
2183531,166294,-66,9.0,1.0,Active,0,0
1305445,390365,-10,24.0,15.0,Active,0,0
1394950,252840,-79,11.0,1.0,Active,0,0
1261423,165560,-46,6.0,6.0,Active,0,0
2597477,365181,-32,36.0,12.0,Active,0,0
1539193,323088,-24,36.0,27.0,Active,0,0
2677581,234470,-29,18.0,18.0,Active,0,0
2430722,202979,-9,5.0,0.0,Completed,0,0
1840467,159667,-63,12.0,3.0,Active,0,0
1790959,410266,-7,3.0,0.0,Completed,0,0
1140105,170428,-17,12.0,7.0,Active,0,0
1419361,135203,-88,12.0,3.0,Active,0,0
1163619,342836,-65,17.0,16.0,Active,0,0
2601465,405609,-11,12.0,6.0,Active,0,0
1982337,417809,-65,10.0,10.0,Signed,0,0
1950172,403698,-12,24.0,19.0,Active,0,0
1165193,444611,-15,12.0,3.0,Active,0,0
1531776,161685,-30,10.0,9.0,Active,0,0
1547473,206324,-14,24.0,15.0,Active,0,0
2532607,120918,-2,24.0,11.0,Active,0,0
2362778,452667,-13,6.0,0.0,Active,496,0
1683219,375325,-61,12.0,12.0,Active,0,0
1604969,198834,-33,24.0,24.0,Active,0,0
2629057,156610,-49,18.0,16.0,Active,0,0
2290678,176827,-13,18.0,10.0,Active,0,0
2415581,209943,-86,6.0,1.0,Active,0,0
2410740,143115,-19,12.0,9.0,Active,0,0
1363742,234115,-9,,,Signed,0,0
2826870,188054,-32,36.0,18.0,Active,0,0
1684674,128334,-35,18.0,8.0,Active,0,0
2674349,430629,-62,14.0,3.0,Active,0,0
1531585,311909,-15,12.0,0.0,Active,0,0
2199697,452986,-28,12.0,6.0,Active,0,0
1498504,287458,-77,6.0,0.0,Active,0,0
2055554,205006,-40,12.0,9.0,Active,0,0
2114565,316505,-14,36.0,34.0,Active,0,0
1205385,144966,-28,5.0,1.0,Active,0,0
2491777,137643,-16,12.0,3.0,Active,0,0
2674349,430629,-64,14.0,5.0,Active,0,0
2173748,300412,-14,60.0,32.0,Active,0,0
1158344,130451,-42,18.0,9.0,Active,0,0
2476394,278487,-6,48.0,28.0,Active,0,0
1999318,231758,-48,12.0,4.0,Active,0,0
1420797,268035,-45,18.0,10.0,Active,0,0
2044412,162233,-86,10.0,2.0,Active,0,0
1358945,370672,-5,24.0,10.0,Active,0,0
1773844,385632,-84,8.0,0.0,Completed,0,0
1100793,242037,-7,36.0,24.0,Active,0,0
1921856,329885,-65,6.0,4.0,Active,0,0
1291977,417379,-13,6.0,2.0,Active,0,0
1440030,236528,-84,10.0,6.0,Active,0,0
1487616,438064,-74,6.0,4.0,Active,0,0
2773510,404490,-49,6.0,1.0,Active,0,0
1130020,398432,-79,12.0,6.0,Active,0,0
1106352,342394,-25,18.0,6.0,Active,0,0
1107467,448039,-7,24.0,6.0,Active,0,0
1093217,171212,-5,12.0,3.0,Active,0,0
1830356,251317,-4,12.0,11.0,Active,0,0
1301385,204778,-9,4.0,0.0,Completed,0,0
1606937,219689,-12,18.0,14.0,Active,0,0
2290333,409707,-88,4.0,1.0,Active,0,0
1331808,243900,-53,6.0,3.0,Active,0,0
2396198,129312,-28,12.0,11.0,Active,0,0
1739986,237083,-8,18.0,14.0,Active,0,0
1692108,192323,-52,10.0,6.0,Active,0,0
1207666,221059,-93,5.0,0.0,Completed,0,0
2305340,116266,-54,5.0,4.0,Active,0,0
2776460,264104,-26,24.0,11.0,Active,0,0
1294798,133268,-20,24.0,23.0,Active,0,0
2211622,353780,-46,13.0,5.0,Active,0,0
1442075,399299,-46,36.0,36.0,Active,0,0
1388522,244710,-80,8.0,0.0,Active,0,0
1388632,108865,-20,12.0,5.0,Active,0,0
1260265,288626,-86,10.0,0.0,Active,520,0
2508543,222452,-18,6.0,6.0,Active,0,0
2669772,154387,-27,36.0,36.0,Active,0,0
1288071,440809,-47,12.0,11.0,Active,0,0
2777269,161504,-64,6.0,1.0,Active,0,0
1911744,408471,-5,36.0,15.0,Active,0,0
2238159,176059,-40,24.0,5.0,Active,0,0
2193387,325830,-41,36.0,34.0,Active,0,0
1697700,115185,-72,18.0,11.0,Active,0,0
1189016,383385,-10,36.0,16.0,Active,0,0
2817527,352191,-7,36.0,29.0,Active,0,0
1820614,142676,-31,24.0,4.0,Active,0,0
1826398,190739,-69,12.0,5.0,Active,0,0
2508821,273793,-23,6.0,1.0,Active,4,4
1277263,426133,-21,42.0,32.0,Active,0,0
1557371,411580,-84,5.0,4.0,Active,0,0
2600037,272775,-33,12.0,3.0,Active,0,0
2372273,259169,-30,10.0,6.0,Active,0,0
1250923,209079,-7,36.0,21.0,Active,0,0
1466396,266932,-28,12.0,5.0,Active,0,0
1891630,234215,-92,17.0,17.0,Active,0,0
1968985,419633,-80,9.0,8.0,Active,0,0
2211126,314332,-18,6.0,6.0,Active,0,0
1793312,454674,-8,24.0,15.0,Active,0,0
1308204,427653,-35,24.0,15.0,Active,0,0
2132191,288741,-63,5.0,2.0,Active,0,0
1976760,190900,-25,4.0,4.0,Active,0,0
1814762,163021,-94,24.0,24.0,Active,0,0
2291018,437461,-8,6.0,5.0,Active,0,0
1843543,215024,-9,12.0,4.0,Active,0,0
2136377,158079,-38,10.0,7.0,Active,0,0
1104785,335490,-32,12.0,4.0,Active,0,0
2490782,208102,-30,24.0,21.0,Active,0,0
1843326,265154,-70,16.0,13.0,Active,0,0
1799211,382875,-77,6.0,5.0,Active,0,0
1232598,269058,-9,24.0,6.0,Active,0,0
1692048,282385,-43,18.0,7.0,Active,0,0
2601550,351090,-74,7.0,4.0,Active,0,0
1494677,242960,-55,6.0,3.0,Active,0,0
2594411,243629,-95,7.0,7.0,Active,0,0
1232049,431832,-40,24.0,13.0,Active,0,0
2345845,161098,-23,30.0,29.0,Active,0,0
1386612,102755,-9,48.0,48.0,Active,0,0
2557066,248694,-13,12.0,8.0,Active,0,0
1252314,306978,-63,18.0,1.0,Active,0,0
1384187,368557,-18,24.0,18.0,Active,0,0
1801741,405207,-22,12.0,7.0,Active,0,0
2363842,283175,-93,6.0,1.0,Active,0,0
1677881,206465,-12,60.0,59.0,Active,0,0
2728140,359994,-11,10.0,9.0,Active,0,0
1574675,143422,-16,12.0,5.0,Active,0,0
1147139,168342,-7,6.0,5.0,Active,0,0
1848729,405633,-15,12.0,12.0,Active,0,0
1817251,322274,-31,18.0,7.0,Active,0,0
1753218,283576,-47,18.0,16.0,Active,0,0
2421926,208117,-57,10.0,12.0,Active,0,0
1766788,135410,-70,8.0,3.0,Active,0,0
1562537,260820,-21,24.0,20.0,Active,0,0
2572793,184913,-6,6.0,1.0,Active,0,0
2657382,256777,-88,7.0,0.0,Active,0,0
2394065,117095,-56,12.0,10.0,Active,0,0
2383203,171215,-78,10.0,8.0,Active,0,0
1059072,443018,-81,20.0,3.0,Active,0,0
2260271,329678,-3,36.0,34.0,Active,0,0
1318603,447265,-38,12.0,7.0,Active,0,0
2823917,437498,-26,30.0,21.0,Active,0,0
2085945,116135,-81,12.0,11.0,Active,0,0
2388634,243099,-27,10.0,7.0,Active,0,0
1059177,203202,-32,12.0,8.0,Active,0,0
2023552,143816,-10,12.0,11.0,Active,0,0
1251065,117835,-2,48.0,28.0,Active,0,0
2161959,109543,-36,24.0,4.0,Active,0,0
2318383,349294,-26,12.0,11.0,Active,0,0
1589391,232292,-89,6.0,0.0,Active,0,0
1111164,278929,-74,7.0,2.0,Active,0,0
2028040,252151,-22,12.0,7.0,Active,0,0
1811104,370711,-80,7.0,7.0,Active,0,0
2080041,303312,-2,12.0,8.0,Active,0,0
2379317,342332,-15,36.0,22.0,Active,0,0
1590786,144534,-55,6.0,1.0,Active,0,0
2384784,106090,-17,12.0,7.0,Active,0,0
2772904,440401,-75,24.0,12.0,Active,0,0
2697701,356168,-3,18.0,4.0,Active,0,0
1954590,337595,-15,60.0,57.0,Active,0,0
2805386,300973,-77,4.0,0.0,Completed,0,0
2673862,224876,-73,10.0,2.0,Active,23,0
2144570,357830,-62,6.0,6.0,Active,0,0
1294668,207714,-23,18.0,6.0,Active,0,0
2180347,120676,-50,11.0,11.0,Active,0,0
2804364,153756,-63,7.0,7.0,Active,0,0
1471674,423663,-16,6.0,3.0,Active,0,0
2729733,390869,-11,12.0,2.0,Active,0,0
1816425,216808,-29,8.0,0.0,Completed,0,0
1395149,297623,-67,8.0,6.0,Active,0,0
1780071,300728,-75,12.0,9.0,Active,0,0
1551399,235128,-56,6.0,6.0,Active,0,0
2331238,437735,-35,10.0,0.0,Active,411,0
2547601,207514,-3,12.0,6.0,Active,0,0
1034591,212249,-6,24.0,19.0,Active,0,0
2645732,436578,-31,12.0,0.0,Completed,0,0
1388633,193832,-41,12.0,12.0,Active,0,0
1942077,211839,-48,24.0,14.0,Active,0,0
1627182,229501,-27,48.0,43.0,Active,0,0
2188917,371774,-6,60.0,51.0,Active,0,0
2631058,418147,-22,6.0,1.0,Active,0,0
1180174,368824,-6,36.0,21.0,Active,5,5
1398174,184831,-50,12.0,10.0,Active,0,0
1798300,157988,-94,4.0,2.0,Active,0,0
2526565,142446,-76,5.0,0.0,Active,0,0
2842539,411708,-32,10.0,0.0,Completed,0,0
2503053,146146,-52,6.0,3.0,Active,0,0
1584429,135384,-18,10.0,7.0,Active,0,0
2678530,266071,-53,12.0,2.0,Active,0,0
1024344,388164,-5,12.0,3.0,Active,0,0
1739397,410770,-13,24.0,16.0,Active,0,0
1960225,229034,-11,24.0,20.0,Active,0,0
2180992,221828,-12,24.0,6.0,Active,0,0
2101461,281347,-19,2.0,0.0,Completed,0,0
2208184,164783,-5,12.0,8.0,Active,0,0
2813732,149040,-26,24.0,24.0,Active,0,0
2691245,411983,-11,12.0,0.0,Completed,0,0
2703505,395733,-3,12.0,4.0,Active,0,0
2644776,276694,-12,24.0,10.0,Active,0,0
1027526,137466,-10,36.0,26.0,Active,0,0
1322997,198539,-73,8.0,0.0,Completed,0,0
1417474,381748,-25,18.0,12.0,Active,0,0
2123512,206211,-5,12.0,7.0,Active,0,0
1969539,162542,-60,10.0,5.0,Active,0,0
1521854,330126,-67,12.0,7.0,Active,0,0
2392745,431203,-6,48.0,40.0,Active,0,0
2560244,330076,-55,12.0,6.0,Active,0,0
2760021,166283,-82,8.0,1.0,Active,0,0
1624472,240943,-49,12.0,6.0,Active,0,0
1869014,370739,-27,8.0,3.0,Active,0,0
1006167,158708,-24,24.0,21.0,Active,0,0
1205527,293435,-89,24.0,21.0,Active,0,0
1903035,417952,-31,24.0,5.0,Active,0,0
1683649,100826,-92,8.0,0.0,Active,0,0
2536795,333803,-18,24.0,23.0,Active,0,0
1499569,371142,-19,9.0,0.0,Completed,0,0
1464636,176832,-24,8.0,1.0,Active,0,0
2547722,115040,-11,48.0,48.0,Active,0,0
1693013,322989,-10,24.0,21.0,Active,0,0
2249379,125530,-62,12.0,9.0,Active,0,0
2290693,239202,-15,48.0,34.0,Active,0,0
1444730,358295,-70,10.0,3.0,Active,0,0
2640639,261435,-35,10.0,0.0,Demand,0,0
1785287,430776,-71,17.0,10.0,Active,0,0
2104154,324545,-6,10.0,1.0,Active,0,0
1812438,412211,-5,8.0,6.0,Active,0,0
1948351,394847,-57,11.0,2.0,Active,0,0
2689451,441360,-75,6.0,1.0,Active,0,0
1136299,329463,-18,30.0,20.0,Active,0,0
1953648,157456,-24,3.0,3.0,Active,0,0
1947924,263858,-96,6.0,6.0,Active,0,0
1751465,422051,-12,12.0,5.0,Active,0,0
1799138,309894,-21,48.0,35.0,Active,0,0
2841739,437383,-27,24.0,0.0,Completed,0,0
2422241,269368,-10,36.0,24.0,Active,0,0
1081987,181179,-18,18.0,4.0,Active,0,0
2660290,386296,-5,12.0,8.0,Active,0,0
2693378,324651,-47,12.0,11.0,Active,0,0
1195140,200577,-80,10.0,4.0,Active,0,0
1544030,224896,-32,24.0,15.0,Active,0,0
2320688,106453,-41,8.0,0.0,Completed,0,0
1698186,391546,-64,6.0,4.0,Active,0,0
2166503,224065,-8,6.0,4.0,Active,0,0
1464094,440583,-18,24.0,15.0,Active,0,0
2740864,101456,-13,12.0,7.0,Active,0,0
2180799,137907,-76,18.0,11.0,Active,0,0
1522905,347097,-54,12.0,8.0,Active,0,0
2368610,196874,-20,10.0,4.0,Active,0,0
2200242,246550,-16,36.0,21.0,Active,0,0
2190393,401782,-44,10.0,0.0,Active,888,0
2070309,185351,-14,24.0,7.0,Active,0,0
2629168,135271,-36,24.0,14.0,Active,0,0
2701344,224339,-5,49.0,22.0,Active,0,0
2354829,206569,-41,12.0,4.0,Active,17,0
1417871,413131,-60,12.0,3.0,Active,0,0
2473677,170337,-34,12.0,11.0,Active,0,0
2672195,441837,-21,18.0,14.0,Active,0,0
1330046,278038,-21,7.0,1.0,Active,0,0
2671552,121130,-41,36.0,34.0,Active,0,0
1822152,144461,-75,12.0,7.0,Active,0,0
2100060,354551,-26,24.0,21.0,Active,0,0
1560243,435911,-28,6.0,5.0,Active,0,0
2280560,168738,-21,6.0,2.0,Active,0,0
1568845,297038,-18,24.0,23.0,Active,0,0
1236870,107725,-2,24.0,15.0,Active,0,0
2150401,203261,-42,6.0,3.0,Active,0,0
1206738,450272,-4,12.0,5.0,Active,0,0
1355466,207904,-53,10.0,0.0,Active,0,0
1551023,341356,-42,24.0,22.0,Active,0,0
1874868,445032,-31,10.0,8.0,Active,0,0
2357792,330353,-23,18.0,12.0,Active,0,0
1561471,439328,-17,10.0,7.0,Active,0,0
1051861,170797,-91,6.0,0.0,Completed,0,0
1839780,341765,-15,24.0,1.0,Active,0,0
2335905,320823,-15,24.0,13.0,Active,0,0
2700749,153887,-38,12.0,10.0,Active,0,0
1294340,443274,-42,18.0,7.0,Active,0,0
1316193,183062,-49,10.0,4.0,Active,0,0
1436917,148425,-50,12.0,10.0,Active,0,0
1491151,453479,-15,24.0,17.0,Active,0,0
2459327,228775,-24,48.0,44.0,Active,0,0
1905127,351493,-15,12.0,7.0,Active,0,0
2571579,369408,-85,5.0,1.0,Active,0,0
1442321,251717,-49,18.0,12.0,Active,0,0
1132558,167621,-20,16.0,16.0,Active,0,0
2016602,395197,-15,12.0,4.0,Active,0,0
1306817,146565,-69,6.0,2.0,Active,0,0
1295385,126448,-25,12.0,5.0,Active,0,0
2661487,314038,-69,5.0,2.0,Active,0,0
1417636,221080,-7,24.0,16.0,Active,0,0
1136055,193754,-31,36.0,21.0,Active,0,0
1871040,138156,-7,6.0,3.0,Active,0,0
1724711,323147,-6,24.0,9.0,Active,0,0
1968623,430238,-8,24.0,7.0,Active,0,0
2819480,187947,-19,12.0,1.0,Active,0,0
1728532,428764,-27,24.0,10.0,Active,0,0
1039928,280374,-47,6.0,0.0,Completed,0,0
1474747,143755,-26,12.0,10.0,Active,0,0
1885204,305340,-52,8.0,5.0,Active,0,0
2096524,225016,-25,12.0,12.0,Active,0,0
2528507,262847,-70,6.0,2.0,Active,0,0
2193413,439665,-15,6.0,4.0,Active,0,0
1666948,347767,-12,24.0,13.0,Active,0,0
1162505,325288,-84,9.0,8.0,Active,0,0
2759146,432287,-13,12.0,9.0,Active,0,0
2777578,106873,-44,6.0,3.0,Active,0,0
1748914,249345,-13,30.0,12.0,Active,0,0
1942008,403969,-72,12.0,2.0,Active,0,0
1128178,180962,-28,24.0,20.0,Active,0,0
2763673,396297,-48,10.0,0.0,Amortized debt,1828,1828
1641771,179280,-38,6.0,0.0,Completed,0,0
1108643,106453,-95,12.0,2.0,Active,26,0
1636479,152530,-25,14.0,0.0,Completed,0,0
1710707,296623,-7,12.0,10.0,Active,0,0
2532091,383318,-39,10.0,4.0,Active,0,0
1575942,226282,-75,10.0,6.0,Active,0,0
2482742,176279,-78,12.0,0.0,Completed,0,0
1258069,205100,-4,24.0,24.0,Active,0,0
1643248,100699,-42,8.0,6.0,Active,0,0
1315136,237344,-95,10.0,0.0,Active,0,0
1906337,126373,-5,36.0,3.0,Active,0,0
1848441,207332,-10,9.0,0.0,Active,0,0
1568975,424451,-46,16.0,0.0,Completed,0,0
1537760,232334,-19,30.0,20.0,Active,0,0
1001096,212592,-57,12.0,12.0,Active,0,0
2363584,252513,-78,12.0,1.0,Active,0,0
1027635,170654,-11,10.0,4.0,Active,0,0
1868673,168645,-11,6.0,4.0,Active,0,0
1647510,179132,-13,24.0,2.0,Active,0,0
1518663,114160,-43,6.0,5.0,Active,0,0
1609720,222864,-10,18.0,13.0,Active,0,0
1877079,451930,-15,6.0,6.0,Signed,0,0
2229066,202400,-36,14.0,11.0,Active,0,0
2476821,407516,-18,36.0,20.0,Active,0,0
2095360,331707,-33,20.0,11.0,Active,0,0
1368486,352458,-13,18.0,17.0,Active,0,0
1716918,286543,-32,18.0,6.0,Active,0,0
1577132,206586,-7,48.0,24.0,Active,0,0
1984974,396769,-21,12.0,12.0,Active,0,0
2603713,222774,-61,12.0,0.0,Active,682,0
1674805,442920,-87,4.0,1.0,Active,0,0
1414511,286250,-61,5.0,0.0,Completed,0,0
2054473,374559,-8,10.0,0.0,Completed,0,0
1206579,372587,-8,18.0,3.0,Active,0,0
1251530,217954,-2,12.0,7.0,Active,0,0
1153901,225362,-35,6.0,5.0,Active,0,0
2673918,200296,-7,10.0,4.0,Active,0,0
1334476,434005,-33,8.0,0.0,Completed,0,0
1831465,166553,-7,6.0,3.0,Active,0,0
1690358,156301,-7,48.0,17.0,Active,0,0
1399036,143366,-31,12.0,9.0,Active,0,0
2191319,182328,-9,36.0,17.0,Active,0,0
2432126,110367,-30,10.0,0.0,Active,1902,0
1947717,264126,-53,7.0,1.0,Active,0,0
2797854,249110,-57,5.0,1.0,Active,0,0
1660344,397642,-12,24.0,18.0,Active,0,0
2095103,285516,-18,24.0,10.0,Active,0,0
2149828,183337,-4,42.0,13.0,Active,0,0
1705365,395994,-41,12.0,5.0,Active,0,0
2812733,298109,-6,18.0,11.0,Active,0,0
1233919,428547,-10,30.0,19.0,Active,0,0
1850035,399101,-6,24.0,11.0,Active,0,0
1550924,255493,-52,6.0,5.0,Active,0,0
2049209,153839,-45,12.0,5.0,Active,0,0
2450002,315361,-24,48.0,36.0,Active,0,0
2709881,285102,-21,18.0,7.0,Active,0,0
1993841,273861,-14,12.0,8.0,Active,0,0
1651144,101322,-44,24.0,14.0,Active,0,0
2317337,253447,-7,2.0,0.0,Completed,0,0
2164181,400664,-51,6.0,0.0,Active,34,0
2382611,218119,-4,,,Signed,0,0
1057794,209549,-81,4.0,0.0,Completed,0,0
1322859,142105,-79,4.0,2.0,Active,0,0
