SK_ID_PREV,SK_ID_CURR,MONTHS_BALANCE,AMT_BALANCE,AMT_CREDIT_LIMIT_ACTUAL,AMT_DRAWINGS_ATM_CURRENT,AMT_DRAWINGS_CURRENT,AMT_DRAWINGS_OTHER_CURRENT,AMT_DRAWINGS_POS_CURRENT,AMT_INST_MIN_REGULARITY,AMT_PAYMENT_CURRENT,AMT_PAYMENT_TOTAL_CURRENT,AMT_RECEIVABLE_PRINCIPAL,AMT_RECIVABLE,AMT_TOTAL_RECEIVABLE,CNT_DRAWINGS_ATM_CURRENT,CNT_DRAWINGS_CURRENT,CNT_DRAWINGS_OTHER_CURRENT,CNT_DRAWINGS_POS_CURRENT,CNT_INSTALMENT_MATURE_CUM,NAME_CONTRACT_STATUS,SK_DPD,SK_DPD_DEF
2056820,289565,-72,1814.94,112500,0.0,0.0,0.0,0.0,5625.0,9450.0,9450.0,1683.81,1814.94,1814.94,0.0,0,0.0,0.0,30.0,Active,0,0
2181185,312117,-74,37344.915,45000,0.0,0.0,0.0,0.0,2250.0,2250.0,2250.0,35808.3,37344.915,37344.915,0.0,0,0.0,0.0,5.0,Active,0,0
1183923,409636,-63,0.0,0,0.0,0.0,0.0,0.0,0.0,99.54,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,23.0,Active,0,0
1007690,322996,-52,10.125,36000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.125,10.125,0.0,0,0.0,0.0,11.0,Active,397,0
1031332,127085,-61,57304.98,67500,0.0,0.0,0.0,0.0,3375.0,4500.0,4500.0,54912.69,57304.98,57304.98,0.0,0,0.0,0.0,21.0,Active,0,0
1154590,325313,-30,0.0,180000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,66.0,Completed,0,0
1994919,206803,-4,472083.3,450000,0.0,29508.57,0.0,29508.57,22127.49,22500.0,22500.0,449558.685,468621.72,468621.72,0.0,16,0.0,16.0,31.0,Active,0,0
1071239,446617,-8,63634.365,90000,0.0,0.0,0.0,0.0,3455.1,3600.0,256.545,63269.37,63634.365,63634.365,0.0,0,0.0,0.0,6.0,Active,0,0
1760970,417996,-2,0.0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1096450,383182,-39,24081.525,180000,22500.0,22500.0,0.0,0.0,,,0.0,22500.0,22736.025,22736.025,1.0,1,0.0,0.0,,Active,0,0
1745212,118119,-51,69353.1,67500,13500.0,13500.0,0.0,0.0,3375.0,3375.0,3375.0,66124.665,69353.1,69353.1,1.0,1,0.0,0.0,22.0,Active,0,0
2313946,122359,-11,73788.39,180000,0.0,0.0,0.0,0.0,3864.96,6750.0,6750.0,70548.84,73788.39,73788.39,0.0,0,0.0,0.0,4.0,Active,0,0
2160918,102953,-55,99152.595,135000,2250.0,2250.0,0.0,0.0,8100.0,10980.0,10980.0,93993.795,99152.595,99152.595,1.0,1,0.0,0.0,47.0,Active,0,0
1011517,190756,-4,0.0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Completed,0,0
2032116,120460,-64,0.0,180000,0.0,0.0,0.0,0.0,0.0,423.135,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,20.0,Active,0,0
2696686,278414,-7,0.0,360000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2272664,380052,-68,0.0,157500,0.0,0.0,0.0,0.0,0.0,167.31,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,6.0,Active,0,0
2536070,180821,-9,269889.975,270000,9000.0,9000.0,0.0,0.0,13280.94,14850.0,14850.0,259768.71,270114.975,270114.975,1.0,1,0.0,0.0,68.0,Active,0,0
2315786,435068,-75,139318.965,180000,0.0,0.0,0.0,0.0,9000.0,9000.0,9000.0,133600.725,139318.965,139318.965,0.0,0,0.0,0.0,25.0,Active,0,0
2537645,279218,-13,0.0,0,0.0,0.0,0.0,0.0,0.0,340.785,340.785,0.0,0.0,0.0,0.0,0,0.0,0.0,6.0,Active,0,0
1233047,178421,-80,191505.06,180000,0.0,0.0,0.0,0.0,10800.0,11250.0,11250.0,179201.34,194025.06,196545.06,0.0,0,0.0,0.0,23.0,Active,1,1
1914729,424765,-31,0.0,0,0.0,0.0,0.0,0.0,0.0,220.725,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,30.0,Active,0,0
2394634,324889,-41,0.0,67500,0.0,0.0,0.0,0.0,0.0,567.765,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,27.0,Active,0,0
1412985,109347,-86,187192.035,180000,13500.0,13500.0,0.0,0.0,9000.0,9000.0,9000.0,179848.35,187192.035,187192.035,3.0,3,0.0,0.0,8.0,Active,0,0
1390799,429851,-37,194291.46,450000,0.0,0.0,0.0,0.0,11697.165,45000.0,45000.0,188943.705,194291.46,194291.46,0.0,0,0.0,0.0,5.0,Active,0,0
1051035,248583,-6,0.0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1361833,211677,-2,0.0,315000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1263846,162025,-8,0.0,45000,0.0,0.0,0.0,0.0,67.545,6667.155,6667.155,0.0,0.0,0.0,0.0,0,0.0,0.0,37.0,Active,0,0
2536377,278114,-67,121324.14,180000,0.0,0.0,0.0,0.0,9000.0,9000.0,9000.0,115768.53,121324.14,121324.14,0.0,0,0.0,0.0,35.0,Active,0,0
2690157,200525,-42,0.0,382500,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
2403138,250871,-5,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1870911,148596,-3,56182.59,135000,0.0,0.0,0.0,0.0,2950.83,4500.0,4500.0,54516.195,56182.59,56182.59,0.0,0,0.0,0.0,76.0,Active,0,0
1584908,386843,-51,115836.66,135000,0.0,0.0,0.0,0.0,6750.0,9000.0,9000.0,111035.25,115836.66,115836.66,0.0,0,0.0,0.0,19.0,Active,0,0
2526443,147942,-5,275663.79,270000,0.0,9047.25,0.0,9047.25,13735.395,13950.0,13950.0,269805.465,275663.79,275663.79,0.0,3,0.0,3.0,4.0,Active,0,0
2633333,321999,-76,0.0,112500,0.0,0.0,0.0,0.0,0.0,330.3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,16.0,Active,0,0
2597681,370823,-27,130.5,135000,0.0,0.0,0.0,0.0,0.0,1718.505,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,55.0,Active,0,0
2426863,162125,-12,0.0,405000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2399287,183337,-3,0.0,0,0.0,0.0,0.0,0.0,0.0,202.59,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,14.0,Active,0,0
2366468,214106,-37,85261.545,90000,0.0,0.0,0.0,0.0,4500.0,4500.0,4500.0,81925.335,85261.545,85261.545,0.0,0,0.0,0.0,36.0,Active,0,0
2009979,384253,-82,104524.65,112500,0.0,0.0,0.0,0.0,5625.0,5625.0,5625.0,100460.25,104524.65,104524.65,0.0,0,0.0,0.0,7.0,Active,0,0
1029861,210157,-38,0.0,180000,0.0,0.0,0.0,0.0,0.0,517.635,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,26.0,Active,0,0
1430442,185171,-16,0.0,0,0.0,0.0,0.0,0.0,0.0,637.74,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7.0,Active,0,0
2003066,247361,-91,0.0,135000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1544521,294013,-33,0.0,450000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1745198,357824,-66,0.0,0,0.0,0.0,0.0,0.0,0.0,463.635,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7.0,Active,0,0
2464433,391791,-53,130363.47,135000,0.0,0.0,0.0,0.0,6750.0,9000.0,9000.0,126188.235,130363.47,130363.47,0.0,0,0.0,0.0,38.0,Active,0,0
2164899,218146,-53,195266.97,180000,21825.0,21825.0,0.0,0.0,9000.0,22544.235,22544.235,179505.585,195266.97,195266.97,8.0,8,0.0,0.0,22.0,Active,0,0
1999601,123337,-40,0.0,180000,0.0,0.0,0.0,0.0,0.0,4397.625,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,22.0,Active,0,0
1088825,318521,-43,24169.23,180000,0.0,0.0,0.0,0.0,9000.0,9000.0,9000.0,20929.77,24169.23,24169.23,0.0,0,0.0,0.0,27.0,Active,0,0
1535462,194881,-75,131872.77,135000,0.0,0.0,0.0,0.0,6750.0,0.0,0.0,120644.235,131872.77,131872.77,0.0,0,0.0,0.0,26.0,Active,1,1
1076807,257486,-93,73699.56,90000,0.0,0.0,0.0,0.0,5400.0,5400.0,5400.0,70760.07,73699.56,73699.56,0.0,0,0.0,0.0,9.0,Active,0,0
1386383,130131,-70,20932.02,90000,0.0,0.0,0.0,0.0,4500.0,9900.0,9900.0,19026.765,20932.02,20932.02,0.0,0,0.0,0.0,10.0,Active,0,0
1033719,276627,-39,0.0,90000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1624950,237812,-44,0.0,450000,0.0,0.0,0.0,0.0,0.0,4.5,4.5,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,Active,0,0
2016726,227283,-46,36487.62,45000,9000.0,9000.0,0.0,0.0,3150.0,4500.0,4500.0,33609.06,35367.12,35367.12,1.0,1,0.0,0.0,21.0,Active,0,0
1461975,276628,-21,0.0,765000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1711758,185395,-69,113770.26,112500,0.0,0.0,0.0,0.0,6750.0,6750.0,6750.0,109120.905,113770.26,113770.26,0.0,0,0.0,0.0,26.0,Active,0,0
1141497,190620,-57,137773.485,135000,18000.0,18000.0,0.0,0.0,6750.0,6750.0,6750.0,131597.775,137773.485,137773.485,1.0,1,0.0,0.0,23.0,Active,0,0
1660964,433631,-11,0.0,765000,22500.0,372665.7,0.0,350165.7,1588.95,534844.26,534844.26,0.0,0.0,0.0,1.0,30,0.0,29.0,9.0,Active,0,0
1054663,158527,-53,0.0,45000,0.0,0.0,0.0,0.0,0.0,78.615,0.0,0.0,-78.615,-78.615,0.0,0,0.0,0.0,24.0,Active,0,0
2414652,169989,-3,0.0,450000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1179365,446366,-21,0.0,180000,0.0,0.0,0.0,0.0,0.0,2429.19,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
2507980,372706,-11,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1816217,415024,-6,0.0,540000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2164899,218146,-65,132990.525,180000,0.0,0.0,0.0,0.0,9000.0,9000.0,9000.0,127246.815,132990.525,132990.525,0.0,0,0.0,0.0,10.0,Active,0,0
2603672,330119,-3,241772.94,274500,0.0,0.0,0.0,0.0,12856.365,22500.0,22500.0,234627.12,241772.94,241772.94,0.0,0,0.0,0.0,17.0,Active,0,0
2214325,276019,-13,0.0,450000,0.0,0.0,0.0,0.0,0.0,1310.445,1310.445,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,Active,0,0
2791431,174832,-24,0.0,0,0.0,0.0,0.0,0.0,0.0,159.795,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,21.0,Active,0,0
1950741,404958,-23,231004.53,225000,202500.0,219150.0,0.0,16650.0,,,0.0,219150.0,222931.53,222931.53,6.0,10,0.0,4.0,,Active,0,0
1844819,160462,-3,0.0,90000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1589610,330837,-89,54469.395,67500,0.0,0.0,0.0,0.0,3375.0,4500.0,4500.0,52604.775,54715.365,54715.365,0.0,0,0.0,0.0,8.0,Active,1,1
2346436,244428,-28,0.0,450000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2496950,127961,-42,0.0,135000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1054114,322960,-34,0.0,180000,0.0,0.0,0.0,0.0,0.0,90.045,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,34.0,Active,0,0
2800294,320362,-11,0.0,0,0.0,0.0,0.0,0.0,0.0,3.69,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,55.0,Active,0,0
1430075,298444,-45,0.0,157500,0.0,0.0,0.0,0.0,0.0,242.82,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,47.0,Active,0,0
1852733,115231,-32,0.0,67500,0.0,0.0,0.0,0.0,0.0,184.815,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,31.0,Active,0,0
2345900,280388,-22,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1810834,288579,-25,0.0,450000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1530811,142242,-1,141951.915,135000,0.0,0.0,0.0,0.0,6750.0,6930.0,6930.0,131257.44,141951.915,141951.915,0.0,0,0.0,0.0,75.0,Active,1,1
2640979,312481,-10,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2745336,198095,-34,0.0,112500,0.0,0.0,0.0,0.0,0.0,215.505,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,16.0,Active,0,0
1058046,145623,-10,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2014693,124698,-19,0.0,67500,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2247596,299578,-84,0.0,67500,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1744137,247290,-68,0.0,0,0.0,0.0,0.0,0.0,0.0,19.125,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,28.0,Active,0,0
1974853,269836,-16,0.0,112500,0.0,0.0,0.0,0.0,0.0,410.355,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,19.0,Active,0,0
1760970,417996,-23,0.0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1335911,265171,-48,88296.57,90000,0.0,0.0,0.0,0.0,4500.0,4500.0,4500.0,84829.545,88296.57,88296.57,0.0,0,0.0,0.0,22.0,Active,0,0
2621583,438503,-31,1163.295,157500,0.0,0.0,0.0,0.0,11025.0,51075.0,51075.0,0.0,702.09,702.09,0.0,0,0.0,0.0,20.0,Active,0,0
1359132,421990,-3,0.0,58500,0.0,0.0,0.0,0.0,577.755,812.385,812.385,0.0,0.0,0.0,0.0,0,0.0,0.0,8.0,Active,0,0
1322988,101686,-10,138682.215,135000,0.0,0.0,0.0,0.0,0.0,6750.0,6750.0,128250.0,137694.69,137694.69,0.0,0,0.0,0.0,0.0,Active,0,0
1850707,296060,-60,153268.56,180000,0.0,0.0,0.0,0.0,9000.0,18000.0,18000.0,148014.135,153268.56,153268.56,0.0,0,0.0,0.0,19.0,Active,0,0
2214135,425453,-28,0.0,90000,0.0,0.0,0.0,0.0,0.0,203.985,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,21.0,Active,0,0
1256834,391689,-71,0.0,135000,0.0,0.0,0.0,0.0,0.0,427.635,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,6.0,Active,0,0
2238620,132946,-63,145727.82,135000,0.0,0.0,0.0,0.0,6750.0,11250.0,11250.0,134797.77,145727.82,145727.82,0.0,0,0.0,0.0,30.0,Active,0,0
2354679,269363,-24,0.0,202500,0.0,0.0,0.0,0.0,0.0,21.735,21.735,0.0,0.0,0.0,0.0,0,0.0,0.0,11.0,Active,0,0
2798234,172258,-70,110864.835,112500,0.0,0.0,0.0,0.0,5625.0,13500.0,13500.0,107441.37,110864.835,110864.835,0.0,0,0.0,0.0,26.0,Active,0,0
1853711,334594,-23,0.0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1594286,377970,-82,75715.335,90000,15750.0,15750.0,0.0,0.0,4500.0,4500.0,4500.0,72736.785,75715.335,75715.335,1.0,1,0.0,0.0,24.0,Active,0,0
2341440,369843,-56,0.0,180000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,Active,0,0
2718018,288270,-20,0.0,180000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,24.0,Active,0,0
1449135,345634,-3,0.0,4500,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2234084,151558,-28,130.5,180000,0.0,0.0,0.0,0.0,130.5,269.235,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,56.0,Active,0,0
1259701,435186,-13,87.525,225000,0.0,0.0,0.0,0.0,2250.0,42.975,0.0,0.0,130.5,130.5,0.0,0,0.0,0.0,1.0,Active,0,0
1993611,312851,-6,107063.28,112500,0.0,59289.48,0.0,59289.48,2250.0,12685.365,7531.245,106883.415,107063.28,107063.28,0.0,40,0.0,40.0,1.0,Active,0,0
2299662,196402,-89,130525.29,157500,0.0,0.0,0.0,0.0,7875.0,8100.0,8100.0,126091.665,130525.29,130525.29,0.0,0,0.0,0.0,5.0,Active,0,0
1725878,311625,-42,90644.04,90000,0.0,0.0,0.0,0.0,4500.0,9000.0,9000.0,87122.835,90644.04,90644.04,0.0,0,0.0,0.0,36.0,Active,0,0
2640988,421924,-88,17959.68,112500,0.0,0.0,0.0,0.0,5625.0,11250.0,11250.0,15896.925,18135.36,18135.36,0.0,0,0.0,0.0,8.0,Active,0,0
1689285,185387,-26,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,6.0,Active,0,0
1726421,176673,-4,0.0,450000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1535462,194881,-6,0.0,45000,0.0,0.0,0.0,0.0,0.0,187.155,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,45.0,Active,0,0
2340991,401097,-4,115046.19,130500,0.0,0.0,0.0,0.0,6738.21,9000.0,2434.14,113317.38,115046.19,115046.19,0.0,0,0.0,0.0,6.0,Active,0,0
2568047,321148,-39,195.48,67500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.48,195.48,0.0,0,0.0,0.0,46.0,Active,397,0
2117910,288296,-15,0.0,0,0.0,0.0,0.0,0.0,0.0,130.5,130.5,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,Active,0,0
2396034,213298,-18,0.0,0,0.0,0.0,0.0,0.0,0.0,294.615,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,34.0,Active,0,0
2547540,156141,-15,0.0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1751514,167597,-5,0.0,13500,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1052271,437735,-33,217915.875,225000,0.0,0.0,0.0,0.0,11250.0,11250.0,11250.0,212069.115,218271.375,218271.375,0.0,0,0.0,0.0,16.0,Active,0,0
1969031,171908,-24,274663.935,270000,0.0,0.0,0.0,0.0,14488.875,14490.0,14490.0,261292.455,274663.935,274663.935,0.0,0,0.0,0.0,6.0,Active,0,0
1058046,145623,-18,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2568047,321148,-93,52172.325,67500,0.0,0.0,0.0,0.0,3375.0,4500.0,4500.0,50359.725,52172.325,52172.325,0.0,0,0.0,0.0,5.0,Active,0,0
1782117,396600,-8,314963.325,315000,13500.0,13500.0,0.0,0.0,15331.59,15750.0,15750.0,304381.98,313617.825,313617.825,1.0,1,0.0,0.0,27.0,Active,0,0
2682027,191708,-70,0.0,180000,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
2469302,195496,-8,0.0,0,0.0,0.0,0.0,0.0,0.0,1.35,1.35,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,Active,0,0
1024734,294964,-11,0.0,45000,0.0,0.0,0.0,0.0,0.0,9.72,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,47.0,Active,0,0
2149456,414341,-48,0.0,112500,0.0,0.0,0.0,0.0,0.0,216.81,0.0,0.0,-216.81,-216.81,0.0,0,0.0,0.0,51.0,Active,0,0
1464543,374532,-22,0.0,180000,0.0,0.0,0.0,0.0,0.0,186.03,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,66.0,Active,0,0
2004494,248293,-21,0.0,585000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2014693,124698,-12,0.0,67500,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1041626,231272,-71,189076.59,180000,675.0,675.0,0.0,0.0,9000.0,9000.0,9000.0,179943.705,189076.59,189076.59,2.0,2,0.0,0.0,11.0,Active,0,0
1087658,168827,-14,0.0,225000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2341484,281177,-6,0.0,0,0.0,0.0,0.0,0.0,0.0,3978.81,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,9.0,Active,0,0
1766145,256754,-95,53694.0,67500,0.0,0.0,0.0,0.0,3375.0,3375.0,3375.0,51850.98,53694.0,53694.0,0.0,0,0.0,0.0,10.0,Active,0,0
2016372,436564,-1,0.0,765000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,14.0,Completed,0,0
1464680,111023,-46,0.0,180000,0.0,0.0,0.0,0.0,0.0,1058.22,0.0,0.0,-1058.22,-1058.22,0.0,0,0.0,0.0,30.0,Active,0,0
1926622,158952,-28,0.0,180000,0.0,0.0,0.0,0.0,0.0,99.315,99.315,0.0,0.0,0.0,0.0,0,0.0,0.0,13.0,Active,0,0
1821202,369491,-46,95736.06,180000,0.0,0.0,0.0,0.0,9000.0,9000.0,9000.0,91456.155,95736.06,95736.06,0.0,0,0.0,0.0,52.0,Active,0,0
2413320,424552,-40,169381.575,180000,4500.0,4500.0,0.0,0.0,12600.0,12600.0,12600.0,163216.8,169879.95,169879.95,1.0,1,0.0,0.0,30.0,Active,0,0
2804220,282197,-20,99564.525,202500,0.0,12864.915,0.0,12864.915,4452.57,4500.0,4500.0,97416.675,100216.935,100216.935,0.0,3,0.0,3.0,21.0,Active,0,0
2660347,403052,-61,90510.885,90000,0.0,0.0,0.0,0.0,4500.0,4500.0,4500.0,87006.96,90510.885,90510.885,0.0,0,0.0,0.0,20.0,Active,0,0
1821202,369491,-89,85436.82,180000,0.0,0.0,0.0,0.0,5625.0,13500.0,13500.0,82317.645,85436.82,85436.82,0.0,0,0.0,0.0,9.0,Active,0,0
2506200,211869,-91,0.0,135000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1033278,415754,-17,0.0,0,0.0,0.0,0.0,0.0,0.0,873.72,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,14.0,Active,0,0
1338301,311399,-26,0.0,450000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1960373,270748,-26,0.0,180000,0.0,0.0,0.0,0.0,0.0,220.95,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,24.0,Active,0,0
1330833,159494,-50,27990.495,67500,0.0,0.0,0.0,0.0,3375.0,4500.0,4500.0,26446.815,27990.495,27990.495,0.0,0,0.0,0.0,30.0,Active,0,0
2618067,296391,-8,190663.875,180000,94500.0,94500.0,0.0,0.0,9000.0,18000.0,18000.0,179474.085,190663.875,190663.875,3.0,3,0.0,0.0,77.0,Active,0,0
